From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
1161,1714,Associate/Friendship,Associate,G110,NONE
1264,1714,Associate/Friendship,Associate,G110,NONE
1427,1714,Associate/Friendship,Associate,G110,NONE
1439,1714,Associate/Friendship,Associate,G110,NONE
1470,1714,Associate/Friendship,Associate,G110,NONE
1538,1714,Associate/Friendship,Associate,G110,NONE
1547,1714,Associate/Friendship,Associate,G110,NONE
1594,1714,Associate/Friendship,Associate,G110,NONE
1598,1714,Associate/Friendship,Associate,G110,NONE
1679,1714,Associate/Friendship,Associate,G110,NONE
1714,1718,Associate/Friendship,Associate,G110,NONE
1714,1819,Associate/Friendship,Associate,G110,NONE
1714,1874,Associate/Friendship,Associate,G110,NONE
1714,1875,Associate/Friendship,Associate,G110,NONE
1714,1883,Associate/Friendship,Associate,G110,NONE
1714,1884,Associate/Friendship,Associate,G110,NONE
1714,2023,Associate/Friendship,Associate,G110,NONE
1714,2105,Associate/Friendship,Associate,G110,NONE
1714,2118,Associate/Friendship,Associate,G110,NONE
1714,2147,Associate/Friendship,Associate,G110,NONE
1714,2164,Associate/Friendship,Associate,G110,NONE
466,1714,Associate/Friendship,Associate,G110,G110
1714,1719,Associate/Friendship,,G110,G110
53,1714,Co-Offenders,Same Cell,G110,G110
57,1714,Co-Offenders,Same Cell,G110,G110
103,1714,Co-Offenders,Same Cell,G110,G110
141,1714,Co-Offenders,Same Cell,G110,G110
165,1714,Co-Offenders,Same Cell,G110,G110
217,1714,Co-Offenders,Same Cell,G110,G110
298,1714,Co-Offenders,Same Cell,G110,G110
326,1714,Co-Offenders,Same Cell,G110,G110
337,1714,Co-Offenders,Same Cell,G110,G110
396,1714,Co-Offenders,Same Cell,G110,G110
453,1714,Co-Offenders,Same Cell,G110,G110
456,1714,Co-Offenders,Same Cell,G110,G110
457,1714,Co-Offenders,Same Cell,G110,G110
465,1714,Co-Offenders,Same Cell,G110,G110
588,1714,Co-Offenders,Same Cell,G110,G110
606,1714,Co-Offenders,Same Cell,G110,G110
790,1714,Co-Offenders,Same Cell,G110,G110
845,1714,Co-Offenders,Same Cell,G110,G110
881,1714,Co-Offenders,Same Cell,G110,G110
919,1714,Co-Offenders,Same Cell,G110,G110
931,1714,Co-Offenders,Same Cell,G110,G110
970,1714,Co-Offenders,Same Cell,G110,G110
974,1714,Co-Offenders,Same Cell,G110,G110
1006,1714,Co-Offenders,Same Cell,G110,G110
1124,1714,Co-Offenders,Same Cell,G110,G110
1258,1714,Co-Offenders,Same Cell,G110,G110
1391,1714,Co-Offenders,Same Cell,G110,G110
1394,1714,Co-Offenders,Same Cell,G110,G110
1395,1714,Co-Offenders,Same Cell,G110,G110
1436,1714,Co-Offenders,Same Cell,G110,G110
1442,1714,Co-Offenders,Same Cell,G110,G110
1455,1714,Co-Offenders,Same Cell,G110,G110
1567,1714,Co-Offenders,Same Cell,G110,G110
1571,1714,Co-Offenders,Same Cell,G110,G110
1670,1714,Co-Offenders,Same Cell,G110,G110
1714,1719,Co-Offenders,Same Cell,G110,G110
1714,1731,Co-Offenders,Same Cell,G110,G110
1714,1737,Co-Offenders,Same Cell,G110,G110
1714,1792,Co-Offenders,Same Cell,G110,G110
1714,1808,Co-Offenders,Same Cell,G110,G110
1714,1855,Co-Offenders,Same Cell,G110,G110
1714,1873,Co-Offenders,Same Cell,G110,G110
1714,1876,Co-Offenders,Same Cell,G110,G110
1714,1959,Co-Offenders,Same Cell,G110,G110
1714,1964,Co-Offenders,Same Cell,G110,G110
1714,1965,Co-Offenders,Same Cell,G110,G110
1714,1966,Co-Offenders,Same Cell,G110,G110
1714,1980,Co-Offenders,Same Cell,G110,G110
1714,2004,Co-Offenders,Same Cell,G110,G110
1714,2006,Co-Offenders,Same Cell,G110,G110
1714,2036,Co-Offenders,Same Cell,G110,G110
1714,2137,Co-Offenders,Same Cell,G110,G110
1714,2168,Co-Offenders,Same Cell,G110,G110
53,1714,Formal Criminal Organization,,G110,G110
57,1714,Formal Criminal Organization,,G110,G110
103,1714,Formal Criminal Organization,,G110,G110
141,1714,Formal Criminal Organization,,G110,G110
165,1714,Formal Criminal Organization,,G110,G110
217,1714,Formal Criminal Organization,,G110,G110
298,1714,Formal Criminal Organization,,G110,G110
326,1714,Formal Criminal Organization,,G110,G110
337,1714,Formal Criminal Organization,,G110,G110
396,1714,Formal Criminal Organization,,G110,G110
453,1714,Formal Criminal Organization,,G110,G110
456,1714,Formal Criminal Organization,,G110,G110
457,1714,Formal Criminal Organization,,G110,G110
465,1714,Formal Criminal Organization,,G110,G110
588,1714,Formal Criminal Organization,,G110,G110
606,1714,Formal Criminal Organization,,G110,G110
790,1714,Formal Criminal Organization,,G110,G110
845,1714,Formal Criminal Organization,,G110,G110
881,1714,Formal Criminal Organization,,G110,G110
919,1714,Formal Criminal Organization,,G110,G110
931,1714,Formal Criminal Organization,,G110,G110
970,1714,Formal Criminal Organization,,G110,G110
974,1714,Formal Criminal Organization,,G110,G110
1006,1714,Formal Criminal Organization,,G110,G110
1124,1714,Formal Criminal Organization,,G110,G110
1258,1714,Formal Criminal Organization,,G110,G110
1391,1714,Formal Criminal Organization,,G110,G110
1394,1714,Formal Criminal Organization,,G110,G110
1395,1714,Formal Criminal Organization,,G110,G110
1436,1714,Formal Criminal Organization,,G110,G110
1442,1714,Formal Criminal Organization,,G110,G110
1455,1714,Formal Criminal Organization,,G110,G110
1567,1714,Formal Criminal Organization,,G110,G110
1571,1714,Formal Criminal Organization,,G110,G110
1670,1714,Formal Criminal Organization,,G110,G110
1714,1719,Formal Criminal Organization,,G110,G110
1714,1731,Formal Criminal Organization,,G110,G110
1714,1737,Formal Criminal Organization,,G110,G110
1714,1792,Formal Criminal Organization,,G110,G110
1714,1808,Formal Criminal Organization,,G110,G110
1714,1855,Formal Criminal Organization,,G110,G110
1714,1873,Formal Criminal Organization,,G110,G110
1714,1876,Formal Criminal Organization,,G110,G110
1714,1959,Formal Criminal Organization,,G110,G110
1714,1964,Formal Criminal Organization,,G110,G110
1714,1965,Formal Criminal Organization,,G110,G110
1714,1966,Formal Criminal Organization,,G110,G110
1714,1980,Formal Criminal Organization,,G110,G110
1714,2004,Formal Criminal Organization,,G110,G110
1714,2006,Formal Criminal Organization,,G110,G110
1714,2036,Formal Criminal Organization,,G110,G110
1714,2137,Formal Criminal Organization,,G110,G110
1714,2168,Formal Criminal Organization,,G110,G110
337,1714,Kinship,Brother-in-Law,G110,G110
470,1714,Associate/Friendship,Associate,G110,G47
470,1714,Formal Criminal Organization,,G110,G47
1209,1714,Associate/Friendship,Associate,G110,G48
710,1714,Co-Offenders,Same Cell,G110,"G50, G110"
710,1714,Formal Criminal Organization,,G110,"G50, G110"
173,1714,Associate/Friendship,Associate,G110,G60
174,1714,Associate/Friendship,Associate,G110,G60
288,1714,Associate/Friendship,Associate,G110,G60
563,1714,Associate/Friendship,Associate,G110,G60
1039,1714,Associate/Friendship,Associate,G110,G60
1699,1714,Associate/Friendship,Associate,G110,G60
173,1714,Formal Criminal Organization,,G110,G60
1039,1714,Formal Criminal Organization,,G110,G60
499,1714,Associate/Friendship,Associate,G110,"G60, G107"
499,1714,Formal Criminal Organization,,G110,"G60, G107"
1306,1714,Co-Offenders,Same Cell,G110,"G60, G110"
1306,1714,Formal Criminal Organization,,G110,"G60, G110"
1382,1714,Associate/Friendship,Associate,G110,G72
441,1721,Associate/Friendship,Associate,G75,NONE
441,1721,Co-Offenders,threatening with a firearm,G75,NONE
15,1721,Co-Offenders,Same Cell,G75,"G19, G75"
15,1721,Formal Criminal Organization,,G75,"G19, G75"
118,1721,Co-Offenders,Same Cell,G75,G75
126,1721,Co-Offenders,Same Cell,G75,G75
212,1721,Co-Offenders,Same Cell,G75,G75
231,1721,Co-Offenders,Same Cell,G75,G75
634,1721,Co-Offenders,Same Cell,G75,G75
787,1721,Co-Offenders,Same Cell,G75,G75
800,1721,Co-Offenders,Same Cell,G75,G75
1143,1721,Co-Offenders,Same Cell,G75,G75
1146,1721,Co-Offenders,Same Cell,G75,G75
1147,1721,Co-Offenders,Same Cell,G75,G75
1690,1721,Co-Offenders,Same Cell,G75,G75
118,1721,Formal Criminal Organization,,G75,G75
126,1721,Formal Criminal Organization,,G75,G75
212,1721,Formal Criminal Organization,,G75,G75
231,1721,Formal Criminal Organization,,G75,G75
634,1721,Formal Criminal Organization,,G75,G75
787,1721,Formal Criminal Organization,,G75,G75
800,1721,Formal Criminal Organization,,G75,G75
1143,1721,Formal Criminal Organization,,G75,G75
1146,1721,Formal Criminal Organization,,G75,G75
1147,1721,Formal Criminal Organization,,G75,G75
1690,1721,Formal Criminal Organization,,G75,G75
181,1722,Associate/Friendship,associate,G101,G101
181,1722,Co-Offenders,btb assisting new dealer to become established,G101,G101
375,1722,Co-Offenders,btb  drug courier & enforcer,G101,G101
581,1722,Co-Offenders,bt former lower level cocaine supplier,G101,G101
1257,1722,Co-Offenders,btb former cocaine supplier,G101,G101
1722,2033,Co-Offenders,enforcer,G101,G101
181,1722,Formal Criminal Organization,,G101,G101
375,1722,Formal Criminal Organization,,G101,G101
581,1722,Formal Criminal Organization,,G101,G101
1257,1722,Formal Criminal Organization,,G101,G101
1722,2033,Formal Criminal Organization,,G101,G101
59,1726,Associate/Friendship,associate,G102,G102
1697,1726,Associate/Friendship,associate,G102,G102
59,1726,Co-Offenders,btb sell cocaine ,G102,G102
765,1726,Co-Offenders,lower level drug dealer,G102,G102
1187,1726,Co-Offenders,Same Cell,G102,G102
1365,1726,Co-Offenders,lower level drug dealer,G102,G102
1616,1726,Co-Offenders,Same Cell,G102,G102
1697,1726,Co-Offenders,lower level drug dealer,G102,G102
1724,1726,Co-Offenders,transported cocaine,G102,G102
1726,1893,Co-Offenders,lower level drug dealer,G102,G102
1726,1996,Co-Offenders,btb drug supplier,G102,G102
1724,1726,Kinship,brother,G102,G102
1082,1726,Co-Offenders,Same Cell,G102,G89
1728,1828,Associate/Friendship,First level associate,G174,NONE
1728,1828,Co-Offenders,Money Laundering,G174,NONE
1728,1828,Legitimate,btb discussing purchasing restaurant together,G174,NONE
1728,1811,Associate/Friendship,First level associate,G174,G160
1728,1811,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G160
2,1728,Associate/Friendship,First Level Associate,G174,G174
41,1728,Associate/Friendship,First Level Associate,G174,G174
777,1728,Associate/Friendship,Associate,G174,G174
1397,1728,Associate/Friendship,First level associate,G174,G174
1728,2171,Associate/Friendship,Associate,G174,G174
2,1728,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
41,1728,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
138,1728,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
697,1728,Co-Offenders,Drugs,G174,G174
777,1728,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
893,1728,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
896,1728,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
976,1728,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1205,1728,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1344,1728,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1397,1728,Co-Offenders,Telemarketing fraud,G174,G174
1428,1728,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1728,1736,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1728,2171,Co-Offenders,Money Laundering,G174,G174
697,1728,Kinship,Brothers,G174,G174
138,1736,Co-Offenders,Credit Card Fraud,G174,G174
138,1736,Kinship,Uncle/Nephew,G174,G174
1196,1740,Co-Offenders,recipient of altered reefer doors,G126,"G121, G126"
722,1748,Associate/Friendship,,NONE,NONE
411,1748,Co-Offenders,,NONE,G168
1698,1748,Kinship,Uncle/Nephew,NONE,"G8, G14"
1671,1749,Legitimate,Business Associates,NONE,NONE
1747,1749,Associate/Friendship,,NONE,NONE
1748,1749,Kinship,Father/Son,NONE,NONE
1749,1750,Kinship,Siblings,NONE,NONE
1749,1750,Legitimate,directors,NONE,NONE
1287,1749,Associate/Friendship,Associates,NONE,G108
1748,1750,Kinship,Father/Daughter,NONE,NONE
153,1751,Legitimate,business partner,G62,G62
1763,1839,Associate/Friendship,Associate,G132,NONE
1763,1768,Legitimate,btb business associate,G132,G124
350,1763,Associate/Friendship,close associate,G132,G132
350,1763,Co-Offenders,btb  involved in the transportation of drugs nationally & internationally,G132,G132
1766,1767,Legitimate,same residence,G124,G124
920,1767,Co-Offenders,shots fired,G124,G124
1414,1767,Co-Offenders,shots fired,G124,G124
1648,1767,Co-Offenders,shots fired,G124,G124
295,1768,Associate/Friendship,Associate,G124,NONE
925,1768,Associate/Friendship,Associate,G124,NONE
1055,1768,Associate/Friendship,Associate,G124,NONE
1768,1986,Associate/Friendship,Associate,G124,NONE
1768,1988,Associate/Friendship,Associate,G124,NONE
97,1768,Associate/Friendship,close associate,G124,G124
97,1768,Co-Offenders,marihuana grow op,G124,G124
121,1768,Co-Offenders,Same Cell,G124,G124
210,1768,Co-Offenders,Same Cell,G124,G124
507,1768,Co-Offenders,Same Cell,G124,G124
885,1768,Co-Offenders,Same Cell,G124,G124
905,1768,Co-Offenders,Same Cell,G124,G124
920,1768,Co-Offenders,Same Cell,G124,G124
954,1768,Co-Offenders,Same Cell,G124,G124
956,1768,Co-Offenders,Same Cell,G124,G124
1414,1768,Co-Offenders,Same Cell,G124,G124
1611,1768,Co-Offenders,Same Cell,G124,G124
1648,1768,Co-Offenders,Same Cell,G124,G124
1762,1768,Co-Offenders,Same Cell,G124,G124
1764,1768,Co-Offenders,Same Cell,G124,G124
1766,1768,Co-Offenders,Same Cell,G124,G124
1767,1768,Co-Offenders,Same Cell,G124,G124
1768,2085,Co-Offenders,Same Cell,G124,G124
1762,1768,Kinship,cousin,G124,G124
1764,1768,Kinship,cousin,G124,G124
1766,1768,Kinship,Same Family,G124,G124
1767,1768,Kinship,Same Family,G124,G124
1762,1768,Legitimate,same residence,G124,G124
1764,1768,Legitimate,same residence,G124,G124
766,1770,Legitimate,new owner,G9,NONE
1769,1770,Kinship,spouse,G9,NONE
1769,1770,Legitimate,new co-owners,G9,NONE
226,1770,Associate/Friendship,associate,G9,G50
226,1770,Co-Offenders,marihuana grow ops,G9,G50
226,1770,Formal Criminal Organization,member/ associate Ch2,G9,G50
235,1772,Associate/Friendship,Past Associate,G164,NONE
551,1772,Associate/Friendship,Past Associate,G164,NONE
1243,1772,Associate/Friendship,Past Associate,G164,NONE
1244,1772,Associate/Friendship,Past Associate,G164,NONE
1407,1772,Associate/Friendship,Past Associate,G164,NONE
1434,1772,Associate/Friendship,Past Associate,G164,NONE
1772,1849,Associate/Friendship,Past Associate,G164,NONE
1772,1867,Associate/Friendship,Past Associate,G164,NONE
1665,1772,Co-Offenders,"Cocaine, marihuana, money laundering",G164,G164
1665,1772,Kinship,Spouse,G164,G164
539,1779,Associate/Friendship,,G180,NONE
320,1779,Co-Offenders,"btb: Marihuana, cocaine, home invasions, extortion, prostitution, B&E, etc.",G180,G180
930,1779,Co-Offenders,"btb: Marihuana, cocaine, home invasions, extortion, prostitution, B&E, etc.",G180,G180
1778,1779,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E, etc.",G180,G180
320,1779,Formal Criminal Organization,,G180,G180
930,1779,Formal Criminal Organization,,G180,G180
1778,1779,Formal Criminal Organization,,G180,G180
1778,1779,Kinship,Brothers,G180,G180
303,1782,Legitimate,same residence,NONE,NONE
1782,2032,Co-Offenders,btb selling cocaine,NONE,NONE
1783,1784,Kinship,brother,G100,G100
1790,2019,Associate/Friendship,associate,G89,NONE
740,1794,Associate/Friendship,associate,"G23, G30, G43",NONE
965,1794,Associate/Friendship,associate,"G23, G30, G43",NONE
1101,1794,Associate/Friendship,associate,"G23, G30, G43",NONE
1348,1794,Associate/Friendship,associate,"G23, G30, G43",NONE
1777,1794,Associate/Friendship,associate,"G23, G30, G43",NONE
1794,1922,Associate/Friendship,associate,"G23, G30, G43",NONE
1226,1794,Associate/Friendship,associate,"G23, G30, G43","G10, G26, G90"
1226,1794,Formal Criminal Organization,,"G23, G30, G43","G10, G26, G90"
85,1794,Co-Offenders,cocaine network:,"G23, G30, G43","G23, G40, G43, G111"
816,1794,Associate/Friendship,associate,"G23, G30, G43",G25
816,1794,Formal Criminal Organization,,"G23, G30, G43",G25
227,1794,Associate/Friendship,associate,"G23, G30, G43",G30
1793,1794,Associate/Friendship,associate,"G23, G30, G43",G30
1593,1794,Associate/Friendship,associate,"G23, G30, G43","G30, G39, G40, G115, G116"
1593,1794,Formal Criminal Organization,,"G23, G30, G43","G30, G39, G40, G115, G116"
604,1794,Co-Offenders,cocaine network:,"G23, G30, G43",G43
813,1794,Co-Offenders,cocaine network:,"G23, G30, G43",G43
873,1794,Co-Offenders,cocaine network:,"G23, G30, G43",G43
233,1794,Co-Offenders,cocaine network:,"G23, G30, G43","G43, G111"
1291,1794,Co-Offenders,cocaine network:,"G23, G30, G43","G43, G111"
1794,2037,Co-Offenders,cocaine network:,"G23, G30, G43","G43, G111"
1164,1794,Associate/Friendship,Associate,"G23, G30, G43",G83
1164,1794,Co-Offenders,principal drug supplier,"G23, G30, G43",G83
1164,1794,Co-Offenders,provides cocaine,"G23, G30, G43",G83
1149,1796,Co-Offenders,bt have directed take over other districts drug business,G89,G89
1790,1796,Co-Offenders,arrested for trafficking cocaine,G89,G89
1149,1796,Formal Criminal Organization,,G89,G89
1790,1796,Formal Criminal Organization,,G89,G89
1798,1799,Kinship,Former Spouse,"G22, G103",NONE
1798,1799,Negative/Enemies,bitter divorce,"G22, G103",NONE
402,1799,Co-Offenders,btb laundering money,"G22, G103",G103
440,1799,Co-Offenders,btb laundering money,"G22, G103",G103
949,1799,Co-Offenders,btb laundering money,"G22, G103",G103
1729,1799,Co-Offenders,btb laundering money,"G22, G103",G103
402,1799,Legitimate,financial associations,"G22, G103",G103
440,1799,Legitimate,financial associations,"G22, G103",G103
949,1799,Legitimate,financial associations,"G22, G103",G103
1729,1799,Legitimate,financial associations,"G22, G103",G103
855,1799,Associate/Friendship,Associate,"G22, G103",G22
855,1799,Co-Offenders,btb stock market crime,"G22, G103",G22
1803,2043,Co-Offenders,btb trafficking cocaine,G31,NONE
1803,2043,Formal Criminal Organization,Ch5,G31,NONE
185,1806,Associate/Friendship,Associate,G104,NONE
1398,1806,Associate/Friendship,Associate,G104,NONE
1399,1806,Associate/Friendship,Associate,G104,NONE
1375,1806,Co-Offenders,Telemarketing / Lottery Scam,G104,G104
1494,1806,Co-Offenders,Telemarketing / Lottery Scam,G104,G104
1806,2027,Co-Offenders,Telemarketing / Lottery Scam,G104,G104
896,1811,Associate/Friendship,Associates,G160,G174
1736,1811,Co-Offenders,Counterfeit Passports for human smuggling,G160,G174
1812,1813,Co-Offenders,telemarketing scam,G105,G105
191,1816,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,G106
764,1816,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,G106
967,1816,Co-Offenders,steroids,G106,G106
991,1816,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,G106
1659,1816,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,G106
1816,2059,Co-Offenders,2062 supplied  1819 with crystal meth,G106,G106
991,1816,Legitimate,owns the condo 1819 lived in,G106,G106
1816,1832,Associate/Friendship,btb associate,G106,G51
550,1816,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,"G83, G106"
1437,1820,Associate/Friendship,close associate,G21,NONE
1437,1820,Formal Criminal Organization,,G21,NONE
711,1820,Co-Offenders,offloaded cocaine for 712,G21,"G1, G3"
711,1820,Formal Criminal Organization,,G21,"G1, G3"
1047,1820,Associate/Friendship,close associate,G21,"G19, G21, G22"
1047,1820,Co-Offenders,arrested,G21,"G19, G21, G22"
1681,1820,Co-Offenders,same cell,G21,G21
1820,1938,Co-Offenders,same cell,G21,G21
1598,1826,Associate/Friendship,Associate,NONE,NONE
41,1828,Co-Offenders,Bank Fraud,NONE,G174
365,1835,Associate/Friendship,Associate,G157,G157
233,1837,Co-Offenders,btb involved in cocaine trafficking,G111,"G43, G111"
342,1838,Associate/Friendship,Associate,G166,NONE
342,1838,Co-Offenders,Illegal immigration documents,G166,NONE
1092,1838,Negative/Enemies,Enemy-grow-rip/attempted murder,G166,NONE
81,1838,Associate/Friendship,Associate,G166,G167
1797,1847,Legitimate,btb pilot working for 1850,G88,NONE
393,1858,Negative/Enemies,hated,NONE,NONE
1299,1860,Co-Offenders,btb marihuana drop,G47,G47
1091,1860,Co-Offenders,btb marihuana drop,G47,"G47, G84"
1091,1860,Legitimate,owns helicopter operated by 1863,G47,"G47, G84"
146,1864,Co-Offenders,Same Cell,G129,G129
348,1864,Co-Offenders,Same Cell,G129,G129
947,1864,Co-Offenders,Same Cell,G129,G129
1189,1864,Co-Offenders,Same Cell,G129,G129
1431,1864,Co-Offenders,Same Cell,G129,G129
1645,1864,Co-Offenders,Same Cell,G129,G129
1646,1864,Co-Offenders,Same Cell,G129,G129
1520,1865,Associate/Friendship,Associate,G156,NONE
1520,1865,Co-Offenders,btb hired for human smuggling,G156,NONE
385,1865,Co-Offenders,btb human smuggling,G156,G156
958,1865,Co-Offenders,btb human smuggling,G156,G156
1537,1865,Co-Offenders,btb human smuggling,G156,G156
1865,2177,Co-Offenders,btb human smuggling,G156,G156
1865,2177,Kinship,Uncle/Nephew,G156,G156
1400,1866,Associate/Friendship,boyfrind/ girlfriend,G54,G54
1400,1866,Co-Offenders,local drug dealers,G54,G54
698,1866,Kinship,btb stepmother/ stepson,G54,G54
1400,1866,Legitimate,same residence,G54,G54
430,1871,Kinship,Father/Daughter,NONE,NONE
1307,1871,Kinship,Mother/Daughter,NONE,NONE
1871,1872,Kinship,Mother/Daughter,NONE,NONE
1871,1909,Kinship,Mother/Son,NONE,NONE
1873,1876,Co-Offenders,Same Cell,G110,G110
1873,1876,Formal Criminal Organization,,G110,G110
1873,1876,Kinship,brother/ cousin,G110,G110
1883,1884,Kinship,brother/ cousin,NONE,NONE
1231,1891,Co-Offenders,"Theft, Fraud",G55,NONE
1235,1891,Co-Offenders,"Theft, Fraud",G55,G55
783,1897,Co-Offenders,crack cocaine,G62,G62
163,1897,Co-Offenders,crack cocaine,G62,G89
801,1903,Co-Offenders,marine cocaine importation,G42,NONE
997,1903,Associate/Friendship,associate,G42,NONE
1437,1903,Co-Offenders,marine cocaine importation,G42,NONE
1852,1903,Associate/Friendship,associate,G42,NONE
1881,1903,Associate/Friendship,associate,G42,NONE
1888,1903,Co-Offenders,marine cocaine importation,G42,NONE
711,1903,Co-Offenders,marine cocaine importation,G42,"G1, G3"
1820,1903,Co-Offenders,marine cocaine importation,G42,G21
1279,1903,Associate/Friendship,associate,G42,G42
1504,1903,Associate/Friendship,associate,G42,G42
404,1903,Co-Offenders,same cell,G42,G42
268,1903,Associate/Friendship,associate,G42,G70
334,1907,Negative/Enemies,one of the subjects of 335's murder,NONE,G93
1909,1910,Kinship,Spouse,NONE,NONE
406,1911,Co-Offenders,Same Cell,G107,G107
410,1911,Co-Offenders,Same Cell,G107,G107
734,1911,Co-Offenders,Same Cell,G107,G107
825,1911,Co-Offenders,Same Cell,G107,G107
1023,1911,Co-Offenders,Same Cell,G107,G107
1188,1911,Co-Offenders,Same Cell,G107,G107
1911,2035,Kinship,common-law spouse,G107,G107
410,1911,Legitimate,purchased a helicopter from 411,G107,G107
825,1911,Legitimate,co-owners of company,G107,G107
108,1911,Associate/Friendship,associate,G107,"G48, G107"
1911,2166,Co-Offenders,Same Cell,G107,"G48, G107"
1911,2166,Legitimate,co-owners of company,G107,"G48, G107"
38,1911,Associate/Friendship,close associate,G107,"G55, G60, G107"
499,1911,Co-Offenders,Same Cell,G107,"G60, G107"
806,1911,Co-Offenders,Same Cell,G107,"G60, G90, G107"
61,1914,Associate/Friendship,,G179,NONE
1914,2079,Co-Offenders,meth,G179,NONE
1524,1919,Co-Offenders,"Insurance fraud, vehicle re-VINing",G165,NONE
1820,1924,Associate/Friendship,former long standing friendship,NONE,G21
1820,1924,Formal Criminal Organization,former associate/ member Ch4,NONE,G21
855,1924,Associate/Friendship,bt have involved briefly,NONE,G22
1924,2122,Associate/Friendship,bt have involved briefly,NONE,G22
1924,2122,Formal Criminal Organization,former associate/ member Ch4,NONE,G22
13,1930,Associate/Friendship,Associate,G167,NONE
110,1931,Associate/Friendship,Associate,G173,NONE
110,1931,Legitimate,Managing business,G173,NONE
1216,1931,Associate/Friendship,Associate,G173,NONE
1216,1931,Legitimate,btb attempting to buy 1/2 business,G173,NONE
213,1931,Associate/Friendship,Close Friends,G173,G173
87,1931,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G173
213,1931,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G173
1521,1931,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G173
1522,1931,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G173
1523,1931,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G173
1809,1931,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G173
41,1931,Co-Offenders,btb invovled in telemarketing fraud,G173,G174
1397,1931,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G174
1728,1931,Co-Offenders,btb invovled in telemarketing fraud,G173,G174
277,1934,Associate/Friendship,Associate,G175,NONE
1739,1934,Negative/Enemies,Feud,G175,NONE
573,1934,Negative/Enemies,Feud,G175,G127
277,1935,Associate/Friendship,Associate,G175,NONE
1739,1935,Negative/Enemies,Feud,G175,NONE
573,1935,Negative/Enemies,Feud,G175,G127
1194,1935,Associate/Friendship,Associate,G175,G175
1934,1935,Kinship,Brothers,G175,G175
1939,2012,Co-Offenders,btb hired by 1942 re grow op,G146,NONE
1939,2159,Co-Offenders,grow op,G146,G146
1112,1939,Legitimate,renter of 1942 property,G146,G146
1939,2159,Legitimate,renter of 1942 property,G146,G146
1004,1940,Associate/Friendship,Associate,G146,NONE
1940,2070,Associate/Friendship,Associate,G146,"G136, G142"
917,1940,Co-Offenders,"production/ distribution of marihuana, meth & ketamine",G146,G146
1110,1940,Co-Offenders,"production/ distribution of marihuana, meth & ketamine",G146,G146
1112,1940,Co-Offenders,"production/ distribution of marihuana, meth & ketamine",G146,G146
1939,1940,Co-Offenders,"production/ distribution of marihuana, meth & ketamine",G146,G146
1940,2159,Co-Offenders,"production/ distribution of marihuana, meth & ketamine",G146,G146
1939,1940,Kinship,Siblings,G146,G146
1940,2159,Legitimate,sold property to 1943,G146,G146
1176,1944,Associate/Friendship,associate,NONE,"G74, G84"
911,1947,Co-Offenders,btb: home invasions & grow “rips”,G65,G65
399,1947,Co-Offenders,truck btb used by 1950 re grow ops,G65,G65
911,1947,Kinship,Spouse,G65,G65
999,1948,Co-Offenders,"Extortion, theft, break & enter, VIN switching",G162,G162
1313,1948,Co-Offenders,"Extortion, theft, break & enter, VIN switching, buy & sell equipment",G162,G162
999,1948,Legitimate,director,G162,G162
745,1952,Co-Offenders,bt Import ephedrine ,G160,G160
1960,1961,Co-Offenders,Cocaine,NONE,NONE
1960,1961,Kinship,Brothers,NONE,NONE
168,1962,Co-Offenders,Same Cell,G108,G108
263,1962,Co-Offenders,Same Cell,G108,G108
484,1962,Co-Offenders,Same Cell,G108,G108
1287,1962,Co-Offenders,Same Cell,G108,G108
1289,1962,Co-Offenders,Same Cell,G108,G108
