From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
1598,96,Co-Offenders,meth production,"G4, G5, G6, G7","G4, G6, G7"
1598,137,Co-Offenders,meth production,"G4, G5, G6, G7","G4, G6, G7"
1598,1533,Co-Offenders,meth production,"G4, G5, G6, G7","G4, G6, G7"
1598,434,Co-Offenders,meth production,"G4, G5, G6, G7",G7
1598,1722,Co-Offenders,meth production,"G4, G5, G6, G7",G7
1599,64,Co-Offenders,"Drugs, bookmaking, & other illegal activities",NONE,NONE
1599,1624,Co-Offenders,"Drugs, bookmaking, & other illegal activities",NONE,NONE
1612,1130,Legitimate,observed together,G31,G31
1612,1130,Co-Offenders,"B&E, assault with a weapon",G31,G31
1616,1624,Co-Offenders,Drugs,NONE,NONE
1618,301,Legitimate,Associate,NONE,NONE
1618,302,Legitimate,Associate,NONE,NONE
1621,81,Co-Offenders,plead guilty.to assault causing bodily harm,G111,"G23, G40, G43, G111"
1621,228,Co-Offenders,assault,G111,"G43, G111"
1625,64,Legitimate,Associate,NONE,NONE
1625,64,Co-Offenders,"Drugs, bookmaking, & other illegal activities",NONE,NONE
1625,70,Co-Offenders,Same Cell,NONE,NONE
1629,241,Co-Offenders,cocaine/ marihuana,G32,G32
1629,1627,Co-Offenders,cocaine/ marihuana,G32,G32
1629,1628,Co-Offenders,cocaine/ marihuana,G32,G32
1629,1814,Co-Offenders,cocaine/ marihuana,G32,G32
1629,1256,Co-Offenders,Enforcers / Debt Collection,G32,G32
1633,23,Co-Offenders,associate,"G8, G14",NONE
1633,1454,Co-Offenders,previous drug distribution,"G8, G14",G123
1633,697,Co-Offenders,associate,"G8, G14","G15, G25, G34, G67"
1633,397,Legitimate,Associate,"G8, G14",G168
1633,397,Co-Offenders,previous drug distribution,"G8, G14",G168
1633,1532,Co-Offenders,stock manipulations &  money laundering,"G8, G14","G4, G5, G6, G8"
1633,1643,Co-Offenders,stock manipulations &  money laundering,"G8, G14","G8, G14, G21"
1633,2112,Co-Offenders,"stock manipulations,  money laundering, & drug distribution","G8, G14","G8, G29, G72"
1633,50,Co-Offenders,"stock manipulations,  money laundering, & drug distribution","G8, G14","G8, G9, G10, G24"
1633,1592,Co-Offenders,stock manipulations &  money laundering,"G8, G14",G86
1633,1592,Legitimate,real estate deals,"G8, G14",G86
1640,110,Co-Offenders,Cocaine,NONE,NONE
1640,667,Legitimate,Associate,NONE,NONE
1640,667,Co-Offenders,Cocaine,NONE,NONE
1645,1933,Legitimate,sold 1 of his helicopters to 2012,NONE,G65
1645,781,Legitimate,helicopter linked to company,NONE,G68
1647,1486,Legitimate,bt have protected 1551,G34,G50
1648,697,Co-Offenders,btb supplying  cocaine,"G13, G34","G15, G25, G34, G67"
1648,438,Co-Offenders,btb collecting debts,"G13, G34","G33, G34"
1648,438,Legitimate,director,"G13, G34","G33, G34"
1648,1121,Co-Offenders,bt have worked loan sharking,"G13, G34",G34
1648,1647,Co-Offenders,"marihuana, cocaine,   money laundering,  loan sharking.","G13, G34",G34
1649,6,Legitimate,Associate,G110,NONE
1649,15,Legitimate,Associate,G110,NONE
1649,155,Legitimate,Associate,G110,NONE
1649,217,Legitimate,Associate,G110,NONE
1649,407,Legitimate,Associate,G110,NONE
1649,416,Legitimate,Associate,G110,NONE
1649,481,Legitimate,Associate,G110,NONE
1649,532,Legitimate,Associate,G110,NONE
1649,599,Legitimate,Associate,G110,NONE
1649,600,Legitimate,Associate,G110,NONE
1649,612,Legitimate,Associate,G110,NONE
1649,642,Legitimate,Associate,G110,NONE
1649,682,Legitimate,Associate,G110,NONE
1649,729,Legitimate,Associate,G110,NONE
1649,759,Legitimate,Associate,G110,NONE
1649,790,Legitimate,Associate,G110,NONE
1649,805,Legitimate,Associate,G110,NONE
1649,846,Legitimate,Associate,G110,NONE
1649,929,Legitimate,Associate,G110,NONE
1649,957,Legitimate,Associate,G110,NONE
1649,973,Legitimate,Associate,G110,NONE
1649,1026,Co-Offenders,shooting,G110,NONE
1649,1054,Legitimate,Associate,G110,NONE
1649,1115,Legitimate,Associate,G110,NONE
1649,1117,Legitimate,Associate,G110,NONE
1649,1215,Legitimate,Associate,G110,NONE
1649,1367,Legitimate,Associate,G110,NONE
1649,1379,Legitimate,Associate,G110,NONE
1649,1410,Legitimate,Associate,G110,NONE
1649,1477,Legitimate,Associate,G110,NONE
1649,1485,Legitimate,Associate,G110,NONE
1649,1530,Legitimate,Associate,G110,NONE
1649,1534,Legitimate,Associate,G110,NONE
1649,1615,Legitimate,Associate,G110,NONE
1649,1653,Legitimate,Associate,G110,NONE
1649,1753,Legitimate,Associate,G110,NONE
1649,1803,Legitimate,Associate,G110,NONE
1649,1804,Legitimate,Associate,G110,NONE
1649,1812,Legitimate,Associate,G110,NONE
1649,1813,Legitimate,Associate,G110,NONE
1649,1946,Legitimate,Associate,G110,NONE
1649,2023,Legitimate,Associate,G110,NONE
1649,2036,Legitimate,Associate,G110,NONE
1649,2065,Legitimate,Associate,G110,NONE
1649,2082,Legitimate,Associate,G110,NONE
1649,449,Legitimate,Associate,G110,G110
1649,1654,Legitimate,,G110,G110
1649,52,Co-Offenders,Same Cell,G110,G110
1649,56,Co-Offenders,Same Cell,G110,G110
1649,99,Co-Offenders,Same Cell,G110,G110
1649,136,Co-Offenders,Same Cell,G110,G110
1649,160,Co-Offenders,Same Cell,G110,G110
1649,212,Co-Offenders,Same Cell,G110,G110
1649,291,Co-Offenders,Same Cell,G110,G110
1649,314,Co-Offenders,Same Cell,G110,G110
1649,325,Co-Offenders,Same Cell,G110,G110
1649,382,Co-Offenders,Same Cell,G110,G110
1649,437,Co-Offenders,Same Cell,G110,G110
1649,440,Co-Offenders,Same Cell,G110,G110
1649,441,Co-Offenders,Same Cell,G110,G110
1649,448,Co-Offenders,Same Cell,G110,G110
1649,563,Co-Offenders,Same Cell,G110,G110
1649,581,Co-Offenders,Same Cell,G110,G110
1649,761,Co-Offenders,Same Cell,G110,G110
1649,815,Co-Offenders,Same Cell,G110,G110
1649,848,Co-Offenders,Same Cell,G110,G110
1649,886,Co-Offenders,Same Cell,G110,G110
1649,898,Co-Offenders,Same Cell,G110,G110
1649,935,Co-Offenders,Same Cell,G110,G110
1649,939,Co-Offenders,Same Cell,G110,G110
1649,969,Co-Offenders,Same Cell,G110,G110
1649,1081,Co-Offenders,Same Cell,G110,G110
1649,1209,Co-Offenders,Same Cell,G110,G110
1649,1332,Co-Offenders,Same Cell,G110,G110
1649,1335,Co-Offenders,Same Cell,G110,G110
1649,1336,Co-Offenders,Same Cell,G110,G110
1649,1376,Co-Offenders,Same Cell,G110,G110
1649,1382,Co-Offenders,Same Cell,G110,G110
1649,1395,Co-Offenders,Same Cell,G110,G110
1649,1505,Co-Offenders,Same Cell,G110,G110
1649,1509,Co-Offenders,Same Cell,G110,G110
1649,1606,Co-Offenders,Same Cell,G110,G110
1649,1654,Co-Offenders,Same Cell,G110,G110
1649,1666,Co-Offenders,Same Cell,G110,G110
1649,1672,Co-Offenders,Same Cell,G110,G110
1649,1727,Co-Offenders,Same Cell,G110,G110
1649,1742,Co-Offenders,Same Cell,G110,G110
1649,1787,Co-Offenders,Same Cell,G110,G110
1649,1802,Co-Offenders,Same Cell,G110,G110
1649,1805,Co-Offenders,Same Cell,G110,G110
1649,1884,Co-Offenders,Same Cell,G110,G110
1649,1889,Co-Offenders,Same Cell,G110,G110
1649,1890,Co-Offenders,Same Cell,G110,G110
1649,1891,Co-Offenders,Same Cell,G110,G110
1649,1905,Co-Offenders,Same Cell,G110,G110
1649,1928,Co-Offenders,Same Cell,G110,G110
1649,1930,Co-Offenders,Same Cell,G110,G110
1649,1958,Co-Offenders,Same Cell,G110,G110
1649,2055,Co-Offenders,Same Cell,G110,G110
1649,2086,Co-Offenders,Same Cell,G110,G110
1649,453,Legitimate,Associate,G110,G47
1649,1164,Legitimate,Associate,G110,G48
1649,684,Co-Offenders,Same Cell,G110,"G50, G110"
1649,168,Legitimate,Associate,G110,G60
1649,169,Legitimate,Associate,G110,G60
1649,281,Legitimate,Associate,G110,G60
1649,538,Legitimate,Associate,G110,G60
1649,1002,Legitimate,Associate,G110,G60
1649,1634,Legitimate,Associate,G110,G60
1649,479,Legitimate,Associate,G110,"G60, G107"
1649,1257,Co-Offenders,Same Cell,G110,"G60, G110"
1649,1326,Legitimate,Associate,G110,G72
1656,425,Legitimate,Associate,G75,NONE
1656,425,Co-Offenders,threatening with a firearm,G75,NONE
1656,14,Co-Offenders,Same Cell,G75,"G19, G75"
1656,113,Co-Offenders,Same Cell,G75,G75
1656,121,Co-Offenders,Same Cell,G75,G75
1656,207,Co-Offenders,Same Cell,G75,G75
1656,226,Co-Offenders,Same Cell,G75,G75
1656,609,Co-Offenders,Same Cell,G75,G75
1656,758,Co-Offenders,Same Cell,G75,G75
1656,771,Co-Offenders,Same Cell,G75,G75
1656,1100,Co-Offenders,Same Cell,G75,G75
1656,1103,Co-Offenders,Same Cell,G75,G75
1656,1104,Co-Offenders,Same Cell,G75,G75
1656,1626,Co-Offenders,Same Cell,G75,G75
1657,176,Legitimate,associate,G101,G101
1657,176,Co-Offenders,btb assisting new dealer to become established,G101,G101
1657,362,Co-Offenders,btb  drug courier & enforcer,G101,G101
1657,556,Co-Offenders,bt former lower level cocaine supplier,G101,G101
1657,1208,Co-Offenders,btb former cocaine supplier,G101,G101
1657,1955,Co-Offenders,enforcer,G101,G101
1661,58,Legitimate,associate,G102,G102
1661,1632,Legitimate,associate,G102,G102
1661,58,Co-Offenders,btb sell cocaine ,G102,G102
1661,736,Co-Offenders,lower level drug dealer,G102,G102
1661,1142,Co-Offenders,Same Cell,G102,G102
1661,1311,Co-Offenders,lower level drug dealer,G102,G102
1661,1552,Co-Offenders,Same Cell,G102,G102
1661,1632,Co-Offenders,lower level drug dealer,G102,G102
1661,1659,Co-Offenders,transported cocaine,G102,G102
1661,1822,Co-Offenders,lower level drug dealer,G102,G102
1661,1920,Co-Offenders,btb drug supplier,G102,G102
1661,1041,Co-Offenders,Same Cell,G102,G89
1663,1762,Co-Offenders,Money Laundering,G174,NONE
1663,1762,Legitimate,btb discussing purchasing restaurant together,G174,NONE
1663,1745,Legitimate,First level associate,G174,G160
1663,1745,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G160
1663,1,Legitimate,First Level Associate,G174,G174
1663,40,Legitimate,First Level Associate,G174,G174
1663,748,Legitimate,Associate,G174,G174
1663,1338,Legitimate,First level associate,G174,G174
1663,2089,Legitimate,Associate,G174,G174
1663,1,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1663,40,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1663,133,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1663,671,Co-Offenders,Drugs,G174,G174
1663,748,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1663,860,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1663,863,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1663,940,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1663,1160,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1663,1292,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1663,1338,Co-Offenders,Telemarketing fraud,G174,G174
1663,1368,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1663,1671,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1663,2089,Co-Offenders,Money Laundering,G174,G174
1671,133,Co-Offenders,Credit Card Fraud,G174,G174
1675,1151,Co-Offenders,recipient of altered reefer doors,G126,"G121, G126"
1683,696,Legitimate,,NONE,NONE
1683,397,Co-Offenders,,NONE,G168
1684,1607,Legitimate,Business Associates,NONE,NONE
1684,1682,Legitimate,,NONE,NONE
1684,1685,Legitimate,directors,NONE,NONE
1684,1238,Legitimate,Associates,NONE,G108
1686,148,Legitimate,business partner,G62,G62
1698,1772,Legitimate,Associate,G132,NONE
1698,1703,Legitimate,btb business associate,G132,G124
1698,338,Legitimate,close associate,G132,G132
1698,338,Co-Offenders,btb  involved in the transportation of drugs nationally & internationally,G132,G132
1701,1702,Legitimate,same residence,G124,G124
1702,887,Co-Offenders,shots fired,G124,G124
1702,1355,Co-Offenders,shots fired,G124,G124
1702,1584,Co-Offenders,shots fired,G124,G124
1703,288,Legitimate,Associate,G124,NONE
1703,892,Legitimate,Associate,G124,NONE
1703,1018,Legitimate,Associate,G124,NONE
1703,1910,Legitimate,Associate,G124,NONE
1703,1912,Legitimate,Associate,G124,NONE
1703,93,Legitimate,close associate,G124,G124
1703,93,Co-Offenders,marihuana grow op,G124,G124
1703,116,Co-Offenders,Same Cell,G124,G124
1703,205,Co-Offenders,Same Cell,G124,G124
1703,487,Co-Offenders,Same Cell,G124,G124
1703,852,Co-Offenders,Same Cell,G124,G124
1703,872,Co-Offenders,Same Cell,G124,G124
1703,887,Co-Offenders,Same Cell,G124,G124
1703,919,Co-Offenders,Same Cell,G124,G124
1703,921,Co-Offenders,Same Cell,G124,G124
1703,1355,Co-Offenders,Same Cell,G124,G124
1703,1547,Co-Offenders,Same Cell,G124,G124
1703,1584,Co-Offenders,Same Cell,G124,G124
1703,1697,Co-Offenders,Same Cell,G124,G124
1703,1699,Co-Offenders,Same Cell,G124,G124
1703,1701,Co-Offenders,Same Cell,G124,G124
1703,1702,Co-Offenders,Same Cell,G124,G124
1703,2004,Co-Offenders,Same Cell,G124,G124
1703,1697,Legitimate,same residence,G124,G124
1703,1699,Legitimate,same residence,G124,G124
1705,737,Legitimate,new owner,G9,NONE
1705,1704,Legitimate,new co-owners,G9,NONE
1705,221,Legitimate,associate,G9,G50
1705,221,Co-Offenders,marihuana grow ops,G9,G50
1707,230,Legitimate,Past Associate,G164,NONE
1707,527,Legitimate,Past Associate,G164,NONE
1707,1197,Legitimate,Past Associate,G164,NONE
1707,1198,Legitimate,Past Associate,G164,NONE
1707,1348,Legitimate,Past Associate,G164,NONE
1707,1374,Legitimate,Past Associate,G164,NONE
1707,1781,Legitimate,Past Associate,G164,NONE
1707,1798,Legitimate,Past Associate,G164,NONE
1707,1601,Co-Offenders,"Cocaine, marihuana, money laundering",G164,G164
1714,519,Legitimate,,G180,NONE
1714,308,Co-Offenders,"btb: Marihuana, cocaine, home invasions, extortion, prostitution, B&E, etc.",G180,G180
1714,897,Co-Offenders,"btb: Marihuana, cocaine, home invasions, extortion, prostitution, B&E, etc.",G180,G180
1714,1713,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E, etc.",G180,G180
1717,293,Legitimate,same residence,NONE,NONE
1717,1954,Co-Offenders,btb selling cocaine,NONE,NONE
1725,1942,Legitimate,associate,G89,NONE
1729,712,Legitimate,associate,"G23, G30, G43",NONE
1729,930,Legitimate,associate,"G23, G30, G43",NONE
1729,1059,Legitimate,associate,"G23, G30, G43",NONE
1729,1296,Legitimate,associate,"G23, G30, G43",NONE
1729,1712,Legitimate,associate,"G23, G30, G43",NONE
1729,1847,Legitimate,associate,"G23, G30, G43",NONE
1729,1181,Legitimate,associate,"G23, G30, G43","G10, G26, G90"
1729,81,Co-Offenders,cocaine network:,"G23, G30, G43","G23, G40, G43, G111"
1729,787,Legitimate,associate,"G23, G30, G43",G25
1729,222,Legitimate,associate,"G23, G30, G43",G30
1729,1728,Legitimate,associate,"G23, G30, G43",G30
1729,1529,Legitimate,associate,"G23, G30, G43","G30, G39, G40, G115, G116"
1729,579,Co-Offenders,cocaine network:,"G23, G30, G43",G43
1729,784,Co-Offenders,cocaine network:,"G23, G30, G43",G43
1729,842,Co-Offenders,cocaine network:,"G23, G30, G43",G43
1729,228,Co-Offenders,cocaine network:,"G23, G30, G43","G43, G111"
1729,1242,Co-Offenders,cocaine network:,"G23, G30, G43","G43, G111"
1729,1959,Co-Offenders,cocaine network:,"G23, G30, G43","G43, G111"
1729,1120,Legitimate,Associate,"G23, G30, G43",G83
1729,1120,Co-Offenders,provides cocaine,"G23, G30, G43",G83
1731,1106,Co-Offenders,bt have directed take over other districts drug business,G89,G89
1731,1725,Co-Offenders,arrested for trafficking cocaine,G89,G89
1733,388,Co-Offenders,btb laundering money,"G22, G103",G103
1733,424,Co-Offenders,btb laundering money,"G22, G103",G103
1733,914,Co-Offenders,btb laundering money,"G22, G103",G103
1733,1664,Co-Offenders,btb laundering money,"G22, G103",G103
1733,388,Legitimate,financial associations,"G22, G103",G103
1733,424,Legitimate,financial associations,"G22, G103",G103
1733,914,Legitimate,financial associations,"G22, G103",G103
1733,1664,Legitimate,financial associations,"G22, G103",G103
1733,824,Legitimate,Associate,"G22, G103",G22
1733,824,Co-Offenders,btb stock market crime,"G22, G103",G22
1737,1965,Co-Offenders,btb trafficking cocaine,G31,NONE
1740,180,Legitimate,Associate,G104,NONE
1740,1339,Legitimate,Associate,G104,NONE
1740,1340,Legitimate,Associate,G104,NONE
1740,1321,Co-Offenders,Telemarketing / Lottery Scam,G104,G104
1740,1434,Co-Offenders,Telemarketing / Lottery Scam,G104,G104
1740,1950,Co-Offenders,Telemarketing / Lottery Scam,G104,G104
1745,863,Legitimate,Associates,G160,G174
1745,1671,Co-Offenders,Counterfeit Passports for human smuggling,G160,G174
1746,1747,Co-Offenders,telemarketing scam,G105,G105
1750,186,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,G106
1750,735,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,G106
1750,932,Co-Offenders,steroids,G106,G106
1750,954,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,G106
1750,1595,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,G106
1750,1981,Co-Offenders,2062 supplied  1819 with crystal meth,G106,G106
1750,954,Legitimate,owns the condo 1819 lived in,G106,G106
1750,1765,Legitimate,btb associate,G106,G51
1750,526,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,"G83, G106"
1754,1377,Legitimate,close associate,G21,NONE
1754,685,Co-Offenders,offloaded cocaine for 712,G21,"G1, G3"
1754,1010,Legitimate,close associate,G21,"G19, G21, G22"
1754,1010,Co-Offenders,arrested,G21,"G19, G21, G22"
1754,1617,Co-Offenders,same cell,G21,G21
1754,1863,Co-Offenders,same cell,G21,G21
1760,1534,Legitimate,Associate,NONE,NONE
1762,40,Co-Offenders,Bank Fraud,NONE,G174
1768,353,Legitimate,Associate,G157,G157
1770,228,Co-Offenders,btb involved in cocaine trafficking,G111,"G43, G111"
1771,330,Legitimate,Associate,G166,NONE
1771,330,Co-Offenders,Illegal immigration documents,G166,NONE
1771,77,Legitimate,Associate,G166,G167
1779,1732,Legitimate,btb pilot working for 1850,G88,NONE
1791,1250,Co-Offenders,btb marihuana drop,G47,G47
1791,1050,Co-Offenders,btb marihuana drop,G47,"G47, G84"
1791,1050,Legitimate,owns helicopter operated by 1863,G47,"G47, G84"
1795,141,Co-Offenders,Same Cell,G129,G129
1795,336,Co-Offenders,Same Cell,G129,G129
1795,912,Co-Offenders,Same Cell,G129,G129
1795,1144,Co-Offenders,Same Cell,G129,G129
1795,1371,Co-Offenders,Same Cell,G129,G129
1795,1581,Co-Offenders,Same Cell,G129,G129
1795,1582,Co-Offenders,Same Cell,G129,G129
1796,1460,Legitimate,Associate,G156,NONE
1796,1460,Co-Offenders,btb hired for human smuggling,G156,NONE
1796,372,Co-Offenders,btb human smuggling,G156,G156
1796,923,Co-Offenders,btb human smuggling,G156,G156
1796,1476,Co-Offenders,btb human smuggling,G156,G156
1796,2095,Co-Offenders,btb human smuggling,G156,G156
1797,1341,Co-Offenders,local drug dealers,G54,G54
1797,1341,Legitimate,same residence,G54,G54
1802,1805,Co-Offenders,Same Cell,G110,G110
1820,1186,Co-Offenders,"Theft, Fraud",G55,NONE
1820,1190,Co-Offenders,"Theft, Fraud",G55,G55
1826,754,Co-Offenders,crack cocaine,G62,G62
1826,158,Co-Offenders,crack cocaine,G62,G89
1831,772,Co-Offenders,marine cocaine importation,G42,NONE
1831,960,Legitimate,associate,G42,NONE
1831,1377,Co-Offenders,marine cocaine importation,G42,NONE
1831,1784,Legitimate,associate,G42,NONE
1831,1810,Legitimate,associate,G42,NONE
1831,1817,Co-Offenders,marine cocaine importation,G42,NONE
1831,685,Co-Offenders,marine cocaine importation,G42,"G1, G3"
1831,1754,Co-Offenders,marine cocaine importation,G42,G21
1831,1230,Legitimate,associate,G42,G42
1831,1444,Legitimate,associate,G42,G42
1831,390,Co-Offenders,same cell,G42,G42
1831,261,Legitimate,associate,G42,G70
1836,392,Co-Offenders,Same Cell,G107,G107
1836,396,Co-Offenders,Same Cell,G107,G107
1836,708,Co-Offenders,Same Cell,G107,G107
1836,795,Co-Offenders,Same Cell,G107,G107
1836,986,Co-Offenders,Same Cell,G107,G107
1836,1143,Co-Offenders,Same Cell,G107,G107
1836,396,Legitimate,purchased a helicopter from 411,G107,G107
1836,795,Legitimate,co-owners of company,G107,G107
1836,104,Legitimate,associate,G107,"G48, G107"
1836,2084,Co-Offenders,Same Cell,G107,"G48, G107"
1836,2084,Legitimate,co-owners of company,G107,"G48, G107"
1836,37,Legitimate,close associate,G107,"G55, G60, G107"
1836,479,Co-Offenders,Same Cell,G107,"G60, G107"
1836,777,Co-Offenders,Same Cell,G107,"G60, G90, G107"
1839,60,Legitimate,,G179,NONE
1839,1998,Co-Offenders,meth,G179,NONE
1844,1464,Co-Offenders,"Insurance fraud, vehicle re-VINing",G165,NONE
1849,1754,Legitimate,former long standing friendship,NONE,G21
1849,824,Legitimate,bt have involved briefly,NONE,G22
1849,2040,Legitimate,bt have involved briefly,NONE,G22
1855,12,Legitimate,Associate,G167,NONE
1856,106,Legitimate,Managing business,G173,NONE
1856,1171,Legitimate,btb attempting to buy 1/2 business,G173,NONE
1856,208,Legitimate,Close Friends,G173,G173
1856,83,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G173
1856,208,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G173
1856,1461,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G173
1856,1462,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G173
1856,1463,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G173
1856,1743,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G173
1856,40,Co-Offenders,btb invovled in telemarketing fraud,G173,G174
1856,1338,Co-Offenders,"cocaine, opium, crystal meth, Ecstacy, hash, marihuana",G173,G174
1856,1663,Co-Offenders,btb invovled in telemarketing fraud,G173,G174
1859,270,Legitimate,Associate,G175,NONE
1860,270,Legitimate,Associate,G175,NONE
1860,1149,Legitimate,Associate,G175,G175
1864,1936,Co-Offenders,btb hired by 1942 re grow op,G146,NONE
1864,2077,Co-Offenders,grow op,G146,G146
1864,1070,Legitimate,renter of 1942 property,G146,G146
1864,2077,Legitimate,renter of 1942 property,G146,G146
1865,967,Legitimate,Associate,G146,NONE
1865,1989,Legitimate,Associate,G146,"G136, G142"
1865,884,Co-Offenders,"production/ distribution of marihuana, meth & ketamine",G146,G146
1865,1068,Co-Offenders,"production/ distribution of marihuana, meth & ketamine",G146,G146
1865,1070,Co-Offenders,"production/ distribution of marihuana, meth & ketamine",G146,G146
1865,1864,Co-Offenders,"production/ distribution of marihuana, meth & ketamine",G146,G146
1865,2077,Co-Offenders,"production/ distribution of marihuana, meth & ketamine",G146,G146
1865,2077,Legitimate,sold property to 1943,G146,G146
1869,1131,Legitimate,associate,NONE,"G74, G84"
1872,878,Co-Offenders,btb: home invasions & grow “rips”,G65,G65
1872,385,Co-Offenders,truck btb used by 1950 re grow ops,G65,G65
1873,962,Co-Offenders,"Extortion, theft, break & enter, VIN switching",G162,G162
1873,1261,Co-Offenders,"Extortion, theft, break & enter, VIN switching, buy & sell equipment",G162,G162
1873,962,Legitimate,director,G162,G162
1877,717,Co-Offenders,bt Import ephedrine ,G160,G160
1885,1886,Co-Offenders,Cocaine,NONE,NONE
1887,163,Co-Offenders,Same Cell,G108,G108
1887,256,Co-Offenders,Same Cell,G108,G108
1887,465,Co-Offenders,Same Cell,G108,G108
1887,1238,Co-Offenders,Same Cell,G108,G108
1887,1240,Co-Offenders,Same Cell,G108,G108
1887,1361,Co-Offenders,Same Cell,G108,G108
1887,2019,Co-Offenders,Same Cell,G108,G108
1887,1238,Legitimate,directors in three companies,G108,G108
1887,572,Co-Offenders,Same Cell,G108,G185
1887,1633,Legitimate,,G108,"G8, G14"
1890,1889,Co-Offenders,Same Cell,G110,G110
1890,1891,Co-Offenders,Same Cell,G110,G110
1895,262,Co-Offenders,btb smuggling  weapons & drugs,G70,NONE
1898,81,Legitimate,associate,G89,"G23, G40, G43, G111"
1902,215,Co-Offenders,Same Cell,G109,G109
1902,436,Co-Offenders,Same Cell,G109,G109
1902,531,Co-Offenders,Same Cell,G109,G109
1902,1194,Co-Offenders,Same Cell,G109,G109
1902,1010,Co-Offenders,bt collect & broker smuggled marihuana,G109,"G19, G21, G22"
1902,855,Co-Offenders,bt collect & broker smuggled marihuana,G109,"G19, G21, G22, G109"
1906,364,Legitimate,Associate,G137,NONE
1906,2109,Legitimate,Associate,G137,NONE
1906,370,Legitimate,Associate,G137,G136
1906,1989,Legitimate,Associate,G137,"G136, G142"
1906,1253,Legitimate,Associate,G137,G137
1906,607,Co-Offenders,Same Cell,G137,G137
1906,1468,Co-Offenders,loan-sharking,G137,G137
1906,1922,Co-Offenders,Same Cell,G137,G137
1911,692,Co-Offenders,drugs,G128,G128
1912,1910,Co-Offenders,suspects in two drive-by shootings,NONE,NONE
1912,1584,Co-Offenders,cocaine,NONE,G124
1912,1697,Co-Offenders,cocaine,NONE,G124
1912,1701,Co-Offenders,cocaine,NONE,G124
1917,1898,Legitimate,had meeting,G35,G89
1921,252,Legitimate,associate,G150,G150
1921,1389,Legitimate,associate,G150,G150
1921,1124,Co-Offenders,marihuana cultivation &  brokerage,G150,G150
1921,1387,Co-Offenders,marihuana cultivation &  brokerage,G150,G150
1921,1392,Co-Offenders,marihuana cultivation &  brokerage,G150,G150
1921,1399,Co-Offenders,arrested for PPT,G150,G150
1921,1400,Co-Offenders,marihuana cultivation &  brokerage,G150,G150
1921,1403,Co-Offenders,marihuana cultivation &  brokerage,G150,G150
1921,1411,Co-Offenders,marihuana cultivation &  brokerage,G150,G150
1921,1932,Co-Offenders,marihuana cultivation &  brokerage,G150,G150
1921,1994,Co-Offenders,marihuana cultivation &  brokerage,G150,G150
1934,81,Legitimate,associate,"G89, G111","G23, G40, G43, G111"
1950,1321,Legitimate,associate,G104,G104
1953,833,Co-Offenders,Stolen Persian rug trade,NONE,NONE
1959,271,Co-Offenders,Same Cell,"G43, G111",G111
1959,1061,Co-Offenders,Same Cell,"G43, G111",G111
1959,1349,Co-Offenders,Same Cell,"G43, G111",G111
1959,1621,Co-Offenders,Same Cell,"G43, G111",G111
1959,1770,Co-Offenders,Same Cell,"G43, G111",G111
1959,81,Co-Offenders,Same Cell,"G43, G111","G23, G40, G43, G111"
1959,228,Co-Offenders,Same Cell,"G43, G111","G43, G111"
1959,1242,Co-Offenders,Same Cell,"G43, G111","G43, G111"
1959,1934,Co-Offenders,Same Cell,"G43, G111","G89, G111"
1976,335,Legitimate,associate,G112,G112
1976,592,Legitimate,long-time associate,G112,G112
1976,108,Co-Offenders,Same Cell,G112,G112
1976,177,Co-Offenders,Same Cell,G112,G112
1976,335,Co-Offenders,Same Cell,G112,G112
1976,592,Co-Offenders,Same Cell,G112,G112
1976,649,Co-Offenders,Same Cell,G112,G112
