From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
386,988,Co-Offenders,firearms,G56,G56
386,1132,Co-Offenders,firearms,G56,G56
386,1974,Co-Offenders,firearms,G56,G56
386,129,Co-Offenders,firearms supplied,G56,G56
386,1440,Co-Offenders,main firearms supplier,G56,G56
386,2027,Co-Offenders,weapons converted to fully automatic,G56,G56
392,708,Legitimate,partners,G107,G107
394,54,Co-Offenders,convicted of weapons possession & smuggling,G70,G70
397,214,Legitimate,Associate,G168,NONE
397,214,Co-Offenders,"marihuana, cocaine, & ephedrine",G168,NONE
397,1454,Legitimate,Associate,G168,G123
397,47,Co-Offenders,"drugs, stock manipulation, extortion, money laundering, etc.",G168,G168
397,398,Co-Offenders,"drugs, stock manipulation, extortion, money laundering, etc.",G168,G168
397,399,Co-Offenders,"drugs, stock manipulation, extortion, money laundering, etc.",G168,G168
397,401,Co-Offenders,"drugs, stock manipulation, extortion, money laundering, etc.",G168,G168
397,1498,Co-Offenders,"drugs, stock manipulation, extortion, money laundering, etc.",G168,G168
397,2112,Legitimate,Associate,G168,"G8, G29, G72"
397,50,Legitimate,Associate,G168,"G8, G9, G10, G24"
400,1633,Legitimate,btb past owner,G27,"G8, G14"
403,1514,Co-Offenders,btb providing drugs,G83,G20
403,220,Co-Offenders,drug supplier,G83,G83
403,1937,Co-Offenders,drug supplier,G83,G83
403,526,Co-Offenders,drug supplier,G83,"G83, G106"
403,1508,Co-Offenders,arrested for trafficking drugs,G83,G99
420,1777,Co-Offenders,routine exports of marihuana,G49,G49
420,1557,Legitimate,associate,G49,"G49, G99"
420,1557,Co-Offenders,routine exports of marihuana,G49,"G49, G99"
420,1765,Co-Offenders,routine exports of marihuana,G49,G51
422,1201,Co-Offenders,btb working together re marihuana drop,G47,G47
422,569,Co-Offenders,btb working together re marihuana drop,G47,"G47, G84"
440,441,Co-Offenders,Same Cell,G110,G110
443,1464,Co-Offenders,Insurance fraud,G165,NONE
443,1844,Co-Offenders,Insurance fraud,G165,G165
445,1326,Legitimate,btb associate,G58,G72
447,1799,Co-Offenders,Mortgage Fraud,NONE,NONE
458,64,Co-Offenders,btb Operating under control of 66,NONE,NONE
473,298,Legitimate,Associate,"G16, G27, G38, G58",NONE
473,472,Legitimate,Associate,"G16, G27, G38, G58",NONE
473,1330,Legitimate,Associate,"G16, G27, G38, G58",NONE
473,1330,Co-Offenders,btb drug contact in other area,"G16, G27, G38, G58",NONE
473,1951,Legitimate,Associate,"G16, G27, G38, G58",NONE
473,2103,Legitimate,Associate,"G16, G27, G38, G58",NONE
473,521,Legitimate,Associate,"G16, G27, G38, G58",G2
473,2050,Co-Offenders,used to be currency courier,"G16, G27, G38, G58","G47, G58, G81"
473,813,Co-Offenders,face charges in Alberta,"G16, G27, G38, G58",G58
473,822,Co-Offenders,"charged  with trafficking, & conspiracy to traffic in a controlled substance","G16, G27, G38, G58",G58
473,617,Co-Offenders,face charges in Alberta,"G16, G27, G38, G58",G58
473,445,Co-Offenders,previously of the Same Cell,"G16, G27, G38, G58",G58
473,630,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
473,861,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
473,1482,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
473,1506,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
473,1525,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
473,1738,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
473,2022,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
473,1259,Co-Offenders,"trafficking, & conspiracy to traffic in a controlled substance","G16, G27, G38, G58",G58
473,1327,Co-Offenders,"trafficking, & conspiracy to traffic in a controlled substance","G16, G27, G38, G58",G58
473,1526,Co-Offenders,"trafficking, & conspiracy to traffic in a controlled substance","G16, G27, G38, G58",G58
473,540,Co-Offenders,used to transport contraband,"G16, G27, G38, G58",G58
473,943,Co-Offenders,cocaine importation,"G16, G27, G38, G58","G58, G113"
473,1943,Co-Offenders,cocaine importation,"G16, G27, G38, G58","G58, G113"
473,1705,Legitimate,Associate,"G16, G27, G38, G58",G9
477,1198,Legitimate,Associate,G59,NONE
477,1258,Legitimate,Associate,G59,NONE
477,476,Co-Offenders,Same Cell,G59,G59
477,828,Co-Offenders,Same Cell,G59,G59
477,243,Co-Offenders,,G59,G59
477,1450,Legitimate,Associate,G59,"G59, G94"
477,974,Co-Offenders,Same Cell,G59,"G59, G94"
477,1450,Co-Offenders,have been criminally active together since the early 1970's,G59,"G59, G94"
479,1546,Legitimate,sold business to 1613,"G60, G107",NONE
479,37,Co-Offenders,Same Cell,"G60, G107","G55, G60, G107"
479,1268,Legitimate,close and trusted associate,"G60, G107",G60
479,168,Co-Offenders,Same Cell,"G60, G107",G60
479,169,Co-Offenders,Same Cell,"G60, G107",G60
479,199,Co-Offenders,Same Cell,"G60, G107",G60
479,281,Co-Offenders,Same Cell,"G60, G107",G60
479,538,Co-Offenders,Same Cell,"G60, G107",G60
479,885,Co-Offenders,Same Cell,"G60, G107",G60
479,1002,Co-Offenders,Same Cell,"G60, G107",G60
479,1268,Co-Offenders,Same Cell,"G60, G107",G60
479,1437,Co-Offenders,Same Cell,"G60, G107",G60
479,1564,Co-Offenders,Same Cell,"G60, G107",G60
479,1634,Co-Offenders,Same Cell,"G60, G107",G60
479,2051,Co-Offenders,Same Cell,"G60, G107",G60
479,1257,Co-Offenders,Same Cell,"G60, G107","G60, G110"
479,777,Co-Offenders,marihuana drop,"G60, G107","G60, G90, G107"
482,63,Legitimate,Former Associate,G123,NONE
482,457,Legitimate,Associate,G123,NONE
482,498,Legitimate,Associate,G123,NONE
482,507,Legitimate,Former Associate,G123,NONE
482,802,Legitimate,Associate,G123,NONE
482,976,Legitimate,Former Associate,G123,NONE
482,1320,Legitimate,Associate,G123,NONE
482,1320,Co-Offenders,btb main supplier of dial-a-dope operation,G123,NONE
482,1383,Legitimate,Former Associate,G123,NONE
482,1386,Legitimate,Former Associate,G123,NONE
482,1386,Co-Offenders,murder/  manslaughter,G123,NONE
482,1412,Legitimate,Associate,G123,NONE
482,1452,Legitimate,Former Associate,G123,NONE
482,1586,Legitimate,Former Associate,G123,NONE
482,1677,Legitimate,Associate,G123,NONE
482,1677,Co-Offenders,bt provide drug lines with guns & drugs,G123,NONE
482,1775,Legitimate,Associate,G123,NONE
482,1919,Legitimate,Associate,G123,NONE
482,1929,Legitimate,Associate,G123,NONE
482,2006,Legitimate,Associate,G123,NONE
482,2006,Co-Offenders,bt provide drug lines with guns & drugs,G123,NONE
482,53,Legitimate,Associate,G123,G123
482,533,Legitimate,Associate,G123,G123
482,1453,Legitimate,Former Associate,G123,G123
482,483,Co-Offenders,Same Cell,G123,G123
482,535,Co-Offenders,Same Cell,G123,G123
482,693,Co-Offenders,Same Cell,G123,G123
482,762,Co-Offenders,Same Cell,G123,G123
482,763,Co-Offenders,Same Cell,G123,G123
482,1005,Co-Offenders,Same Cell,G123,G123
482,1265,Co-Offenders,Same Cell,G123,G123
482,1888,Co-Offenders,Same Cell,G123,G123
482,2062,Co-Offenders,Same Cell,G123,G123
482,1583,Legitimate,Former Associate,G123,G65
483,535,Co-Offenders,seizure of drugs,G123,G123
483,1265,Co-Offenders,seizure of drugs,G123,G123
486,1963,Co-Offenders,acted as a drug courier,G120,NONE
490,953,Legitimate,associate,G66,NONE
490,953,Co-Offenders,btb members of a gang,G66,NONE
490,723,Co-Offenders,bt pay a “tax” to 754,G66,"G23, G39, G41, G66, G89"
490,1298,Co-Offenders,bt pay a “tax” to 1353,G66,"G23, G41, G66, G89"
492,977,Legitimate,Associate,G126,NONE
492,1151,Co-Offenders,Same Cell,G126,"G121, G126"
492,115,Co-Offenders,Same Cell,G126,G126
492,646,Co-Offenders,Same Cell,G126,G126
492,690,Co-Offenders,Same Cell,G126,G126
492,871,Co-Offenders,Same Cell,G126,G126
492,922,Co-Offenders,Same Cell,G126,G126
492,934,Co-Offenders,Same Cell,G126,G126
492,1673,Co-Offenders,Same Cell,G126,G126
492,1675,Co-Offenders,bt install compartments in vehicles for smuggling,G126,G126
493,543,Co-Offenders,illegal telemarketing activity,"G61, G134",NONE
493,543,Legitimate,linked to business,"G61, G134",NONE
493,1536,Co-Offenders,illegal telemarketing activity,"G61, G134",NONE
493,1536,Legitimate,linked to business,"G61, G134",NONE
493,130,Co-Offenders,Same Cell,"G61, G134","G61, G134"
493,849,Co-Offenders,Same Cell,"G61, G134","G61, G134"
500,499,Co-Offenders,btb exporting marihuana,G120,G120
508,1082,Co-Offenders,driving a vehicle containing large amount of marihuana,NONE,NONE
516,2002,Co-Offenders,Same Cell,G154,"G149, G154"
516,277,Co-Offenders,Same Cell,G154,G154
516,316,Co-Offenders,Same Cell,G154,G154
516,446,Co-Offenders,Same Cell,G154,G154
516,511,Co-Offenders,Same Cell,G154,G154
516,512,Co-Offenders,Same Cell,G154,G154
516,513,Co-Offenders,Same Cell,G154,G154
516,514,Co-Offenders,Same Cell,G154,G154
516,515,Co-Offenders,Same Cell,G154,G154
516,517,Co-Offenders,Same Cell,G154,G154
516,518,Co-Offenders,Same Cell,G154,G154
516,1388,Co-Offenders,Same Cell,G154,G154
516,1402,Co-Offenders,Same Cell,G154,G154
516,1405,Co-Offenders,Same Cell,G154,G154
516,1406,Co-Offenders,Same Cell,G154,G154
516,1441,Co-Offenders,Same Cell,G154,G154
516,1442,Co-Offenders,Same Cell,G154,G154
516,1538,Co-Offenders,Same Cell,G154,G154
516,1925,Co-Offenders,Same Cell,G154,G154
516,1926,Co-Offenders,Same Cell,G154,G154
516,1927,Co-Offenders,Same Cell,G154,G154
516,1996,Co-Offenders,Same Cell,G154,G154
521,184,Co-Offenders,Drugs,G2,NONE
521,185,Co-Offenders,Drugs,G2,NONE
521,586,Co-Offenders,property used in dealing crack,G2,NONE
521,1815,Legitimate,director,G2,NONE
521,244,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G2
521,459,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G2
521,522,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G2
521,1560,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G2
521,254,Co-Offenders,crack shack property,G2,G2
521,254,Legitimate,Co-own 11 residences,G2,G2
521,244,Legitimate,Director,G2,G2
521,1560,Legitimate,Director,G2,G2
521,459,Legitimate,director in numerous businesses,G2,G2
521,522,Legitimate,director in numerous businesses,G2,G2
521,2067,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G22
521,2067,Legitimate,director in numerous businesses,G2,G22
521,402,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G27
521,1592,Legitimate,owns  businesses in buildings owned by 1659,G2,G86
523,400,Co-Offenders,btb selling stolen property,NONE,G27
523,400,Legitimate,director /officer,NONE,G27
523,1633,Legitimate,btb past owner,NONE,"G8, G14"
524,660,Legitimate,Former Business Partners,NONE,NONE
548,942,Legitimate,Associate,G127,NONE
548,1173,Legitimate,Associate,G127,NONE
548,1674,Legitimate,Associate,G127,NONE
548,1913,Legitimate,Associate,G127,NONE
548,539,Legitimate,Associate,G127,G127
548,550,Co-Offenders,Same Cell,G127,G127
548,2069,Legitimate,Associate,G127,G48
548,549,Co-Offenders,Same Cell,G127,"G48, G127"
559,110,Legitimate,Strong Association,G172,NONE
559,110,Co-Offenders,Cocaine,G172,NONE
559,667,Legitimate,Strong Association,G172,NONE
559,667,Co-Offenders,Cocaine,G172,NONE
559,1640,Co-Offenders,Cocaine,G172,NONE
559,1856,Co-Offenders,Cocaine,G172,G173
559,1856,Legitimate,btb silent partner,G172,G173
559,789,Legitimate,First Level Associate,G172,G175
559,789,Co-Offenders,Cocaine,G172,G175
559,826,Co-Offenders,Cocaine,G172,G175
559,2112,Legitimate,Associate,G172,"G8, G29, G72"
560,1686,Legitimate,close associate,"G62, G66",G62
560,754,Co-Offenders,a high level dealer,"G62, G66",G62
560,561,Co-Offenders,btb supplying drugs,"G62, G66",G62
560,1826,Co-Offenders,drug paraphernalia,"G62, G66",G62
560,148,Co-Offenders,Same Cell,"G62, G66",G62
560,152,Co-Offenders,Same Cell,"G62, G66",G62
560,275,Co-Offenders,Same Cell,"G62, G66",G62
560,285,Co-Offenders,Same Cell,"G62, G66",G62
560,290,Co-Offenders,Same Cell,"G62, G66",G62
560,673,Co-Offenders,Same Cell,"G62, G66",G62
560,1415,Co-Offenders,Same Cell,"G62, G66",G62
560,1554,Co-Offenders,Same Cell,"G62, G66",G62
560,1686,Co-Offenders,Same Cell,"G62, G66",G62
560,2037,Co-Offenders,Same Cell,"G62, G66",G62
560,1826,Legitimate,manages 586s store,"G62, G66",G62
564,1164,Co-Offenders,bt have conducted surveillance,G48,G48
566,1988,Legitimate,btb owner of helicopter,G13,"G13, G14"
566,67,Legitimate,btb owner of helicopter,G13,"G13, G15, G16"
574,833,Legitimate,Associate,NONE,NONE
574,1953,Legitimate,Associate,NONE,NONE
574,896,Legitimate,Associate,NONE,G158
587,984,Co-Offenders,crack cocaine,G57,G57
587,174,Co-Offenders,Same Cell,G57,G57
588,589,Legitimate,same address,G26,NONE
597,552,Legitimate,associate,G36,NONE
597,955,Co-Offenders,bt sell cocaine,G36,NONE
597,1474,Legitimate,,G36,NONE
601,1596,Legitimate,,NONE,NONE
601,2081,Legitimate,,NONE,NONE
615,1557,Legitimate,Associate,NONE,"G49, G99"
615,1557,Co-Offenders,trafficking and growing marihuana,NONE,"G49, G99"
616,558,Co-Offenders,Supplier,G64,NONE
616,959,Co-Offenders,directed by 642 to assault a cocaine trafficker,G64,NONE
616,1249,Co-Offenders,directed by 642 re drug-related matters,G64,G64
616,1662,Co-Offenders,directed by 642 re drug-related matters,G64,G64
616,794,Co-Offenders,directs cocaine distribution network,G64,G64
616,297,Co-Offenders,drug offences,G64,G64
616,614,Co-Offenders,money re cocaine payments,G64,G64
616,1834,Co-Offenders,Same Cell,G64,G64
616,1216,Co-Offenders,Supplier,G64,G64
616,1667,Co-Offenders,Supplier for 642 et al,G64,G64
616,2099,Co-Offenders,Supplier for 642 et al,G64,G64
616,614,Legitimate,Directors,G64,G64
616,297,Legitimate,former co-directors,G64,G64
616,383,Legitimate,,G64,G64
620,1006,Legitimate,Associate,G141,NONE
620,374,Legitimate,Associate,G141,"G136, G152"
620,313,Co-Offenders,a reliable drug distributor,G141,G141
620,357,Co-Offenders,"importing & trafficking heroin, cocaine, Ecstacy & meth",G141,G141
620,728,Co-Offenders,"importing & trafficking heroin, cocaine, Ecstacy & meth",G141,G141
632,1915,Legitimate,Associate,NONE,NONE
634,144,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
634,264,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
634,911,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
634,948,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
634,1696,Co-Offenders,bt obtain heroin,"G118, G135",G135
637,638,Co-Offenders,Money Laundering,NONE,NONE
638,245,Co-Offenders,Money Laundering,NONE,NONE
638,640,Co-Offenders,Money Laundering,NONE,NONE
639,248,Legitimate,btb associates,NONE,G1
640,245,Co-Offenders,Money Laundering,NONE,NONE
647,752,Co-Offenders,monitoring US border patrol frequency,G46,G46
649,592,Co-Offenders,arrested & charged,G112,G112
649,1264,Co-Offenders,arrested together,G112,G112
654,1811,Legitimate,,"G8, G14, G80",NONE
654,1849,Legitimate,btb formerly linked re real estate,"G8, G14, G80",NONE
654,1988,Co-Offenders,cocaine importation & distribution,"G8, G14, G80","G13, G14"
654,1988,Legitimate,director,"G8, G14, G80","G13, G14"
654,1114,Legitimate,associate,"G8, G14, G80",G14
654,1633,Co-Offenders,cocaine importation;  stock manipulations/  money laundering,"G8, G14, G80","G8, G14"
654,1633,Legitimate,director,"G8, G14, G80","G8, G14"
654,1643,Co-Offenders,cocaine importation & distribution,"G8, G14, G80","G8, G14, G21"
654,1643,Legitimate,director,"G8, G14, G80","G8, G14, G21"
657,1885,Co-Offenders,Cocaine,G185,NONE
657,1886,Co-Offenders,Cocaine,G185,NONE
657,571,Co-Offenders,Same Cell,G185,G185
657,658,Co-Offenders,"Assualt, theft PPT, & fraud",G185,G185
657,659,Co-Offenders,"Assualt, theft PPT, & fraud",G185,G185
657,747,Co-Offenders,Same Cell,G185,G185
657,1241,Co-Offenders,Same Cell,G185,G185
657,1301,Co-Offenders,Same Cell,G185,G185
657,1312,Co-Offenders,Same Cell,G185,G185
657,1593,Co-Offenders,Same Cell,G185,G185
657,1786,Co-Offenders,Same Cell,G185,G185
659,658,Co-Offenders,"Assualt, theft PPT, & fraud",G185,G185
661,525,Legitimate,director /officer,NONE,NONE
661,845,Legitimate,officers,NONE,NONE
663,665,Co-Offenders,theft ring,G63,NONE
663,666,Legitimate,associate,G63,NONE
663,757,Co-Offenders,btb theft ring,G63,NONE
663,1246,Co-Offenders,btb theft ring,G63,NONE
663,1247,Co-Offenders,theft ring,G63,NONE
663,1611,Co-Offenders,btb theft ring,G63,NONE
664,719,Co-Offenders,btb enforcer,G35,NONE
664,1200,Co-Offenders,associate,G35,NONE
664,1416,Co-Offenders,btb working together,G35,NONE
664,1942,Co-Offenders,,G35,NONE
664,723,Co-Offenders,btb supplied,G35,"G23, G39, G41, G66, G89"
664,1298,Co-Offenders,btb working closely together re cocaine,G35,"G23, G41, G66, G89"
664,1917,Co-Offenders,btb working together,G35,G35
664,751,Co-Offenders,cocaine,G35,G35
669,456,Co-Offenders,arrested for possession of cocaine,G183,G98
681,1645,Legitimate,,"G47, G65",NONE
681,1645,Co-Offenders,btb flying marihuana,"G47, G65",NONE
681,74,Legitimate,operated helicopter,"G47, G65",G47
681,817,Co-Offenders,bt assist with the marihuana harvests,"G47, G65",G65
681,1872,Co-Offenders,bt clip marihuana for the grow ops,"G47, G65",G65
681,238,Co-Offenders,Same Cell,"G47, G65",G65
681,385,Co-Offenders,Same Cell,"G47, G65",G65
681,643,Co-Offenders,Same Cell,"G47, G65",G65
681,676,Co-Offenders,Same Cell,"G47, G65",G65
681,677,Co-Offenders,Same Cell,"G47, G65",G65
681,678,Co-Offenders,Same Cell,"G47, G65",G65
681,679,Co-Offenders,Same Cell,"G47, G65",G65
681,680,Co-Offenders,Same Cell,"G47, G65",G65
681,878,Co-Offenders,Same Cell,"G47, G65",G65
681,1118,Co-Offenders,Same Cell,"G47, G65",G65
681,1119,Co-Offenders,Same Cell,"G47, G65",G65
681,1941,Co-Offenders,Same Cell,"G47, G65",G65
681,2028,Co-Offenders,Same Cell,"G47, G65",G65
681,2053,Co-Offenders,Same Cell,"G47, G65",G65
681,699,Legitimate,sold his helicopter,"G47, G65",G65
684,1026,Co-Offenders,both arrested re shooting,"G50, G110",NONE
685,391,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",NONE
685,178,Co-Offenders,phone calls ,"G1, G3",G22
685,1785,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
685,369,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
685,705,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
685,992,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
685,1979,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
685,1897,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3","G3, G5"
685,1602,Co-Offenders,btb directed by in cocaine distribution,"G1, G3",G84
686,891,Co-Offenders,Heroin Smuggling Group,NONE,"G118, G121, G135"
686,691,Legitimate,associate,NONE,G121
686,324,Co-Offenders,Money Laundering Group,NONE,G121
686,534,Co-Offenders,Marihuana Smuggling Group,NONE,G121
686,668,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
686,689,Co-Offenders,Same Cell,NONE,G121
686,691,Co-Offenders,Marihuana Smuggling Group,NONE,G121
686,941,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
686,1150,Co-Offenders,Heroin Smuggling Group,NONE,G121
686,1350,Co-Offenders,Money Laundering Group,NONE,G121
686,1540,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
686,1695,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
686,1756,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
686,1986,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
686,1350,Legitimate,owner,NONE,G121
686,339,Co-Offenders,Money Laundering Group,NONE,"G121, G122"
686,1151,Co-Offenders,Marihuana Smuggling Group,NONE,"G121, G126"
688,1206,Legitimate,good friends,G66,NONE
688,560,Co-Offenders,btb supplying with drugs,G66,"G62, G66"
688,993,Legitimate,boyfriend/ girlfriend,G66,G66
688,1174,Legitimate,past associate,G66,G66
688,1585,Legitimate,past associate,G66,G66
688,1688,Legitimate,past associate,G66,G66
688,1687,Co-Offenders,bt: threatened re gambling debt,G66,G66
688,490,Co-Offenders,btb receiving  cocaine supply,G66,G66
688,1342,Co-Offenders,btb receiving  cocaine supply,G66,G66
688,1418,Co-Offenders,btb receiving  cocaine supply,G66,G66
688,140,Co-Offenders,"cocaine, heroin, & marihuana grow ops",G66,G66
688,993,Co-Offenders,marihuana found while driving vehicle,G66,G66
688,1343,Co-Offenders,same cell,G66,G66
695,1273,Legitimate,associate,NONE,"G13, G15, G34"
696,1887,Legitimate,Operated company,NONE,G108
697,1266,Legitimate,nominee for property purchases,"G15, G25, G34, G67",NONE
697,1965,Legitimate,associate,"G15, G25, G34, G67",NONE
697,509,Co-Offenders,Same Cell,"G15, G25, G34, G67","G25, G67"
697,509,Legitimate,btb co-owner,"G15, G25, G34, G67","G25, G67"
697,1503,Legitimate,Director,"G15, G25, G34, G67","G29, G67"
697,1854,Legitimate,725s “right hand man”,"G15, G25, G34, G67",G67
697,11,Co-Offenders,btb money launderer,"G15, G25, G34, G67",G67
697,847,Co-Offenders,cocaine trafficking & possession,"G15, G25, G34, G67",G67
697,1854,Co-Offenders,Same Cell,"G15, G25, G34, G67",G67
697,11,Legitimate,business links,"G15, G25, G34, G67",G67
697,2112,Legitimate,financial involvement in company,"G15, G25, G34, G67","G8, G29, G72"
703,1655,Legitimate,associate,G68,"G39, G68"
703,782,Legitimate,associate,G68,G68
703,268,Co-Offenders,Same Cell,G68,G68
703,707,Co-Offenders,Same Cell,G68,G68
703,782,Co-Offenders,Same Cell,G68,G68
703,2106,Co-Offenders,Same Cell,G68,G68
703,268,Legitimate,links in helicopter business,G68,G68
705,706,Legitimate,Director/ Operator,G3,NONE
705,1375,Legitimate,Director,G3,G50
705,2099,Legitimate,associate,G3,G64
711,709,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G12
711,1879,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G12
711,1880,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G12
711,1272,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G123
713,200,Co-Offenders,arrested cocaine,G117,NONE
713,714,Co-Offenders,arrested cocaine,G117,NONE
713,1034,Co-Offenders,arrested cocaine,G117,NONE
713,1495,Co-Offenders,cocaine,G117,NONE
714,200,Co-Offenders,Cocaine,NONE,NONE
714,1034,Co-Offenders,Cocaine,NONE,NONE
715,946,Co-Offenders,Same Cell,"G122, G186",G133
715,1163,Co-Offenders,POI for homicide investigation,"G122, G186","G179, G186"
715,1700,Legitimate,Associates,"G122, G186",G186
715,306,Co-Offenders,Same Cell,"G122, G186",G186
715,945,Co-Offenders,Same Cell,"G122, G186",G186
715,1700,Co-Offenders,Same Cell,"G122, G186",G186
722,700,Co-Offenders,cocaine,G85,G85
722,1233,Co-Offenders,cocaine,G85,G85
723,1181,Legitimate,bought a company from 1229,"G23, G39, G41, G66, G89","G10, G26, G90"
723,829,Legitimate,company,"G23, G39, G41, G66, G89",G23
723,1871,Legitimate,754's long time employee,"G23, G39, G41, G66, G89","G23, G24"
723,770,Legitimate,associate,"G23, G39, G41, G66, G89","G23, G30, G39"
723,1729,Co-Offenders,marihuana importation,"G23, G39, G41, G66, G89","G23, G30, G43"
723,82,Legitimate,associate,"G23, G39, G41, G66, G89","G23, G40, G43"
723,82,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G40, G43"
723,81,Legitimate,associate,"G23, G39, G41, G66, G89","G23, G40, G43, G111"
723,81,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G40, G43, G111"
723,1496,Legitimate,associate,"G23, G39, G41, G66, G89","G23, G41"
723,1496,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G41"
723,1298,Co-Offenders,bt supply drugs,"G23, G39, G41, G66, G89","G23, G41, G66, G89"
723,1298,Legitimate,,"G23, G39, G41, G66, G89","G23, G41, G66, G89"
723,1297,Legitimate,btb financial interest in company,"G23, G39, G41, G66, G89","G23, G41, G69"
723,814,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G69"
723,1518,Legitimate,director of 2 numbered company,"G23, G39, G41, G66, G89",G28
723,2112,Legitimate,director of 2 numbered company,"G23, G39, G41, G66, G89","G8, G29, G72"
723,50,Legitimate,director of a numbered company,"G23, G39, G41, G66, G89","G8, G9, G10, G24"
723,1898,Legitimate,associate,"G23, G39, G41, G66, G89",G89
727,534,Legitimate,associate,G10,G121
727,723,Co-Offenders,associate,G10,"G23, G39, G41, G66, G89"
727,242,Co-Offenders,btb controlling drug trafficking,G10,G97
732,65,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
732,730,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
732,733,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
732,734,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
732,1251,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
732,1252,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
732,1490,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
732,1764,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
734,731,Legitimate,Co-workers,G176,NONE
734,1764,Legitimate,Associates,G176,G176
738,988,Co-Offenders,guns,NONE,G56
740,128,Legitimate,,G165,NONE
740,1275,Legitimate,Associate,G165,NONE
740,1464,Legitimate,Associate,G165,NONE
740,443,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
740,605,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
740,683,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
740,857,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
740,926,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
740,1844,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
740,1875,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
749,1202,Co-Offenders,same cell,G17,G17
749,1271,Co-Offenders,marihuana,G17,G17
749,1766,Co-Offenders,same cell,G17,G17
750,67,Co-Offenders,same cell,G16,"G13, G15, G16"
750,1646,Co-Offenders,btb formerly linked,G16,G16
750,1818,Co-Offenders,btb: cocaine & marihuana,G16,G16
750,473,Co-Offenders,btb formerly linked,G16,"G16, G27, G38, G58"
751,1731,Legitimate,had meeting,G35,G89
764,684,Legitimate,driving vehicle,G41,"G50, G110"
769,652,Legitimate,director,NONE,NONE
769,831,Legitimate,director,NONE,NONE
