Node_ID,Gender,DOB_Year,Age_First_Analysis,Drug_Activity,Recode_Level,Drug_Type,Group_Membership_Type,Group_Membership_Code
649,1,1965,51,0,0,0,5,1.0
650,1,1973,43,0,0,0,7,4.0
651,1,1977,39,1,10,2,0,6.0
652,1,1979,37,0,0,0,0,6.0
653,1,1974,42,0,0,0,0,6.0
654,1,1985,31,1,9,6,3,13.0
655,1,1974,42,0,0,0,0,6.0
656,1,1968.0,48.0,0,0,0,4,99.0
657,1,1982,34,1,9,6,0,6.0
658,1,1950,66,1,17,1,10,37.0
659,1,1956,60,1,1,1,0,6.0
660,1,1984,32,1,9,6,3,13.0
661,1,1972,44,1,4,1,3,13.0
662,1,1971,45,0,0,0,3,13.0
663,1.0,1925,91,0,0,0,4,99.0
664,0,1961,55,0,0,0,4,99.0
665,1,1953,63,0,0,0,4,99.0
666,1,1968,48,0,0,0,0,6.0
667,1,1986,30,1,1,2,0,6.0
668,1,1960,56,1,5,25,2,11.0
669,1,1968.0,48.0,0,0,0,4,99.0
670,1,1971,45,0,0,0,4,99.0
671,1,1971.0,45.0,1,8,1,4,99.0
672,1,1972.0,44.0,1,10,23,7,4.0
673,1,1987,29,1,8,1,3,13.0
674,1.0,1985,31,0,0,0,4,99.0
675,1,1959,57,1,8,2,1,9.0
676,1,1985,31,1,8,2,0,6.0
677,1,1979,37,1,1,2,0,6.0
678,1,1966,50,0,0,0,2,11.0
679,1,1966,50,0,0,0,4,99.0
680,1,1959,57,0,0,0,0,6.0
681,1,1933,83,0,0,0,0,6.0
682,1,1982,34,0,0,0,0,6.0
683,0,1935,81,0,0,0,0,6.0
684,1,1957,59,0,0,0,0,6.0
685,1,1960,56,1,23,8,0,6.0
686,1,1984,32,0,0,0,4,99.0
687,1,1956,60,1,4,19,9,2.0
688,1,1975,41,0,0,0,0,6.0
689,1.0,1984,32,1,11,5,4,99.0
690,1,1977,39,0,0,0,7,4.0
691,1,1973,43,0,0,0,4,99.0
692,1,1976,40,1,5,26,0,6.0
693,0,1976,40,0,0,0,7,4.0
694,1,1968,48,0,0,0,7,4.0
695,1,1976,40,1,10,19,7,4.0
696,1,1979,37,1,8,2,7,4.0
697,0,1985,31,0,0,0,7,4.0
698,1,1975,41,0,0,0,4,99.0
699,1,1952,64,0,0,0,4,99.0
700,1.0,1941,75,0,0,0,4,99.0
701,1,1964,52,1,24,1,10,39.0
702,1,1965,51,0,0,0,4,99.0
703,1,1953,63,0,0,0,0,6.0
704,1,1968,48,1,8,1,0,6.0
705,1,1962,54,0,0,0,4,99.0
706,1,1970,46,0,0,0,4,99.0
707,1,1970,46,1,10,2,0,6.0
708,1,1945,71,0,0,0,4,99.0
709,1,1967,49,1,8,8,2,11.0
710,1,1968,48,0,0,0,4,99.0
711,1,1971,45,1,10,2,0,6.0
712,1,1954,62,0,0,0,0,6.0
713,1,1968,48,1,9,6,2,11.0
714,0,1962,54,0,0,0,4,99.0
715,1,1955,61,0,0,0,4,99.0
716,1,1969,47,0,0,0,4,99.0
717,1,1942,74,1,11,1,0,6.0
718,1,1942,74,1,25,1,4,99.0
719,1,1984,32,0,0,0,11,5.0
720,1,1974,42,0,0,0,4,99.0
721,1.0,1974,42,1,10,27,9,2.0
722,1,1947,69,0,0,0,4,99.0
723,1,1974.0,42.0,1,4,2,4,99.0
724,0,1971,45,0,0,0,9,2.0
725,1,1980,36,0,0,0,0,6.0
726,1,1954,62,1,1,1,0,6.0
727,1,1954,62,0,0,0,2,11.0
728,1,1960,56,1,26,28,10,20.0
729,1,1969,47,1,8,2,2,11.0
730,1,1967,49,0,0,0,4,99.0
731,1,1975,41,0,0,0,7,4.0
732,1,1967,49,1,1,2,2,11.0
733,1,1962,54,1,15,17,5,1.0
734,1,1967,49,0,0,0,4,99.0
735,1,1968,48,0,0,0,8,3.0
736,0,1968.0,48.0,0,0,0,4,99.0
737,0,1970,46,1,10,7,8,3.0
738,1,1966,50,1,10,6,8,3.0
739,1.0,1968,48,1,10,6,8,3.0
740,1,1976,40,0,0,0,0,6.0
741,1,1950,66,1,1,2,0,6.0
742,0,1968.0,48.0,0,0,0,4,99.0
743,1,1980,36,0,0,0,4,99.0
744,1,1989,27,1,4,2,3,13.0
745,1,1971,45,1,4,8,9,2.0
746,1,1967,49,0,0,0,0,6.0
747,1,1960,56,0,0,0,0,6.0
748,1,1976,40,0,0,0,4,99.0
749,1,1957,59,1,1,2,4,99.0
750,1,1986,30,0,0,0,4,99.0
751,1.0,1985,31,1,4,2,3,13.0
752,1,1977,39,0,0,0,3,13.0
753,1,1971,45,1,1,2,1,9.0
754,1,1966,50,1,8,8,2,11.0
755,1,1952,64,1,8,7,2,11.0
756,1,1969,47,1,8,1,2,11.0
757,1,1977,39,1,10,2,0,6.0
758,1,1983,33,1,9,6,3,13.0
759,1,1983,33,1,1,13,0,6.0
760,1,1977,39,1,8,6,2,11.0
761,1,1968.0,48.0,0,0,0,5,1.0
762,1,1978,38,0,0,0,4,99.0
763,1,1982,34,0,0,0,0,6.0
764,1,1985,31,0,0,0,4,99.0
765,1,1981,35,1,1,1,0,6.0
766,1,1979,37,0,0,0,0,6.0
767,1,1972,44,0,0,0,7,4.0
768,1,1983,33,0,0,0,7,4.0
769,1,1973,43,0,0,0,2,11.0
770,1.0,1981,35,1,9,6,3,13.0
771,0,1965.0,51.0,0,0,0,2,11.0
772,1,1951,65,0,0,0,4,99.0
773,1.0,1952,64,0,0,0,4,99.0
774,1,1958,58,0,0,0,4,99.0
775,1,1971,45,1,9,5,2,11.0
776,1,1977,39,0,0,0,0,6.0
777,1,1939,77,1,10,1,4,99.0
778,1,1985,31,0,0,0,4,99.0
779,1,1982,34,0,0,0,0,6.0
780,1,1960,56,1,5,1,0,6.0
781,1,1951,65,1,5,1,0,6.0
782,1,1982,34,1,10,7,0,6.0
783,1,1974,42,0,0,0,7,4.0
784,0,1989,27,1,4,2,3,13.0
785,1,1977,39,0,0,0,0,6.0
786,0,1952,64,1,10,2,0,6.0
787,1,1951,65,0,0,0,0,6.0
788,0,1965,51,0,0,0,2,11.0
789,1,1971,45,1,8,1,2,11.0
790,1,1976,40,0,0,0,0,6.0
791,1,1957,59,0,0,0,4,99.0
792,1,1972,44,1,1,29,2,11.0
793,1,1968.0,48.0,0,0,0,4,99.0
794,1,1976,40,1,5,4,1,9.0
795,1,1969,47,1,2,5,1,9.0
796,1,1979,37,0,0,0,4,99.0
797,1,1971.0,45.0,1,8,2,4,99.0
798,1,1959,57,1,1,2,2,11.0
799,1,1965,51,0,0,0,0,6.0
800,1,1979,37,1,5,1,0,6.0
801,1,1962,54,0,0,0,0,6.0
802,1,1976,40,1,1,1,0,6.0
803,1,1978,38,0,0,0,0,6.0
804,1,1975,41,1,4,3,0,6.0
805,1,1981,35,1,9,6,3,13.0
806,1,1965,51,0,0,0,5,1.0
807,1,1974,42,1,8,3,4,99.0
808,1,1977,39,0,0,0,4,99.0
809,1,1967,49,1,27,19,5,1.0
810,1,1984,32,1,8,1,3,13.0
811,1,1970,46,0,0,0,4,99.0
812,1,1967,49,0,0,0,2,11.0
813,1,1968,48,1,6,2,4,99.0
814,1,1980,36,0,0,0,0,6.0
815,1,1943,73,1,21,1,0,6.0
816,1,1973,43,1,6,5,0,6.0
817,1,1977,39,0,0,0,0,6.0
818,1,1976,40,1,1,1,0,6.0
819,1,1972,44,0,0,0,0,6.0
820,1,1966,50,1,5,1,10,24.0
821,1,1978,38,0,0,0,0,6.0
822,1,1985,31,0,0,0,4,99.0
823,1,1968.0,48.0,0,0,0,4,99.0
824,1,1927,89,1,3,19,0,6.0
825,1,1954,62,1,6,2,5,1.0
826,1,1955,61,0,0,0,10,25.0
827,1,1983,33,0,0,0,4,99.0
828,1,1985,31,1,9,6,3,13.0
829,1,1973,43,0,0,0,0,6.0
830,1,1973,43,0,0,0,4,99.0
831,1,1958,58,1,11,1,2,11.0
832,1.0,1968.0,48.0,0,0,0,4,99.0
833,1,1967,49,1,5,4,1,9.0
834,1.0,1977,39,0,0,0,4,99.0
835,1,1924,92,0,0,0,0,6.0
836,1,1949,67,0,0,0,2,11.0
837,1,1975,41,1,10,1,0,6.0
838,1,1968.0,48.0,0,0,0,4,99.0
839,1,1971,45,0,0,0,0,6.0
840,1,1959,57,0,0,0,4,99.0
841,1,1949,67,0,0,0,2,11.0
842,1,1951,65,1,2,2,2,11.0
843,1,1979,37,1,5,1,0,6.0
844,1,1986,30,0,0,0,4,99.0
845,1,1962,54,1,10,23,5,1.0
846,1,1957,59,0,0,0,4,99.0
847,1,1971,45,0,0,0,4,99.0
848,1,1978,38,0,0,0,5,1.0
849,1,1954,62,1,10,6,0,6.0
850,1,1982,34,0,0,0,0,6.0
851,1,1962,54,0,0,0,2,11.0
852,1,1958,58,0,0,0,4,99.0
853,0,1928,88,0,0,0,4,99.0
854,1,1968.0,48.0,0,0,0,4,99.0
855,1,1963,53,1,1,1,0,6.0
856,1.0,1979,37,0,0,0,0,6.0
857,1,1935,81,0,0,0,11,5.0
858,1,1947,69,1,8,6,0,6.0
859,1,1970,46,0,0,0,0,6.0
860,1,1972,44,0,0,0,7,4.0
861,1,1981,35,0,0,0,0,6.0
862,1,1964,52,0,0,0,4,99.0
863,1,1966,50,1,5,19,10,18.0
864,1,1968.0,48.0,0,0,0,4,99.0
865,1,1979,37,1,4,19,9,2.0
866,1,1944,72,0,0,0,9,2.0
867,1.0,1970,46,0,0,0,4,99.0
868,1,1979,37,1,2,19,1,9.0
869,1,1959,57,0,0,0,0,6.0
870,1,1985,31,0,0,0,3,13.0
871,1,1954,62,1,2,19,1,9.0
872,0,1989,27,1,1,5,0,6.0
873,1.0,1964.0,52.0,1,15,2,7,4.0
874,1,1978,38,0,0,0,0,6.0
875,1.0,1968.0,48.0,0,0,0,4,99.0
876,1.0,1968.0,48.0,0,0,0,4,99.0
877,1,1952,64,0,0,0,0,6.0
878,1,1982,34,1,8,1,3,13.0
879,1,1978,38,0,0,0,7,4.0
880,1,1985,31,0,0,0,7,4.0
881,0,1968.0,48.0,0,0,0,4,99.0
882,1,1985,31,1,9,6,3,13.0
883,1,1979,37,1,10,1,8,3.0
884,1,1981,35,1,10,1,8,3.0
885,1,1970.0,46.0,1,1,1,4,99.0
886,1,1953,63,1,4,19,0,6.0
887,1,1975,41,1,8,6,0,6.0
888,1.0,1964.0,52.0,1,10,19,4,99.0
889,1,1968.0,48.0,0,0,0,4,99.0
890,1,1947,69,0,0,0,4,99.0
891,1,1957,59,0,0,0,4,99.0
892,1,1961,55,1,28,5,5,1.0
893,1,1975,41,0,0,0,0,6.0
894,1,1978,38,0,0,0,0,6.0
895,1,1984,32,0,0,0,7,4.0
896,1,1980,36,1,9,6,3,13.0
897,1,1979,37,0,0,0,7,4.0
898,1,1975,41,0,0,0,7,4.0
899,1,1968,48,1,10,30,7,4.0
900,1,1976,40,0,0,0,4,99.0
901,1.0,1962,54,1,15,30,7,4.0
902,1,1973,43,0,0,0,7,4.0
903,1,1984,32,0,0,0,4,99.0
904,1,1980,36,0,0,0,9,2.0
905,1,1990,26,1,9,6,3,13.0
906,1,1978,38,0,0,0,0,6.0
907,1,1984,32,1,1,2,0,6.0
908,1,1967,49,0,0,0,4,99.0
909,1,1968.0,48.0,0,0,0,4,99.0
910,1,1972,44,1,8,3,4,99.0
911,1,1965.0,51.0,0,0,0,2,11.0
912,1,1976,40,0,0,0,0,6.0
913,0,1968.0,48.0,0,0,0,4,99.0
914,1,1953,63,0,0,0,4,99.0
915,1,1973,43,0,0,0,4,99.0
916,1,1970,46,1,2,2,2,11.0
917,1,1970,46,1,2,2,2,11.0
918,1,1975,41,0,0,0,0,6.0
919,1,1961,55,1,8,6,4,99.0
920,1.0,1972.0,44.0,1,10,24,7,4.0
921,1,1977,39,0,0,0,7,4.0
922,1,1970,46,1,4,19,9,2.0
923,1,1972.0,44.0,0,0,0,0,6.0
924,1,1969,47,0,0,0,4,99.0
925,1,1972.0,44.0,0,0,0,0,6.0
926,1,1983,33,1,10,28,7,4.0
927,1,1985,31,0,0,0,7,4.0
928,1,1988,28,0,0,0,7,4.0
929,1,1977,39,0,0,0,0,6.0
930,1,1963,53,0,0,0,7,4.0
931,1,1969,47,0,0,0,7,4.0
932,1.0,1969,47,0,0,0,5,1.0
933,1,1987,29,1,8,1,3,13.0
934,1,1976,40,0,0,0,4,99.0
935,1,1954,62,1,4,19,9,2.0
936,1,1981,35,0,0,0,0,6.0
937,1,1961,55,0,0,0,4,99.0
938,1,1981,35,0,0,0,4,99.0
939,1,1982,34,0,0,0,0,6.0
940,1,1958,58,0,0,0,0,6.0
941,1,1972,44,1,1,31,0,6.0
942,1,1978,38,0,0,0,2,11.0
943,1,1960,56,0,0,0,7,4.0
944,1,1978,38,0,0,0,0,6.0
945,1,1973,43,0,0,0,0,6.0
946,1,1951,65,0,0,0,4,99.0
947,1,1967,49,0,0,0,0,6.0
948,1,1976,40,0,0,0,0,6.0
949,1,1976,40,0,0,0,7,4.0
950,1,1962,54,1,2,2,1,9.0
951,1,1980,36,1,10,23,7,4.0
952,1.0,1979,37,0,0,0,4,99.0
953,1,1974,42,1,10,1,0,6.0
954,1,1979,37,0,0,0,0,6.0
955,1,1983,33,0,0,0,3,13.0
956,1,1986,30,0,0,0,7,4.0
957,1,1985,31,1,10,2,3,13.0
958,1,1954,62,1,10,32,7,4.0
959,1,1968,48,1,19,2,9,2.0
960,1.0,1959,57,1,10,33,7,4.0
961,1.0,1968.0,48.0,0,0,0,4,99.0
962,1,1978,38,1,10,2,7,4.0
963,1.0,1982,34,1,9,2,3,13.0
964,1,1981,35,0,0,0,4,99.0
965,1,1975,41,1,15,2,0,6.0
966,1,1970,46,1,1,1,4,99.0
967,1,1979,37,0,0,0,0,6.0
968,1,1984,32,0,0,0,4,99.0
969,1,1980,36,1,8,19,0,6.0
970,1,1973,43,0,0,0,4,99.0
971,1,1962,54,0,0,0,4,99.0
972,1,1972,44,0,0,0,2,11.0
973,1,1963,53,0,0,0,9,2.0
974,1,1967,49,0,0,0,4,99.0
975,1,1960,56,1,1,2,0,6.0
976,1,1975,41,1,5,1,0,6.0
977,1,1974,42,1,5,1,0,6.0
978,0,1964,52,0,0,0,4,99.0
979,1,1973,43,0,0,0,0,6.0
980,1,1969,47,0,0,0,0,6.0
981,1,1963,53,0,0,0,4,99.0
982,1,1987,29,0,0,0,4,99.0
983,1,1983,33,1,10,2,4,99.0
984,1,1968.0,48.0,0,0,0,4,99.0
985,1,1959,57,0,0,0,0,6.0
986,1,1975,41,0,0,0,4,99.0
987,1,1984,32,0,0,0,4,99.0
988,1,1966,50,0,0,0,4,99.0
989,1,1976,40,0,0,0,0,6.0
990,1,1966,50,0,0,0,0,6.0
991,1.0,1966,50,0,0,0,9,2.0
992,0,1964,52,0,0,0,0,6.0
993,1,1986,30,0,0,0,4,99.0
994,1,1958,58,0,0,0,4,99.0
995,1,1984,32,1,8,13,0,6.0
996,1,1974,42,1,3,3,5,1.0
997,1,1977,39,0,0,0,0,6.0
998,1,1947,69,1,6,7,2,11.0
999,1,1975,41,0,0,0,0,6.0
1000,1,1969,47,0,0,0,5,1.0
1001,1.0,1968.0,48.0,0,0,0,4,99.0
1002,1,1982,34,0,0,0,0,6.0
1003,1,1972,44,1,10,19,2,11.0
1004,0,1978,38,1,8,19,0,6.0
1005,1,1956,60,0,0,0,9,2.0
1006,1,1986,30,0,0,0,4,99.0
1007,1,1959,57,0,0,0,9,2.0
1008,1,1976,40,0,0,0,9,2.0
1009,1,1976,40,0,0,0,9,2.0
1010,1,1956,60,0,0,0,9,2.0
1011,0,1959,57,0,0,0,9,2.0
1012,1,1972.0,44.0,0,0,0,0,6.0
1013,1,1975,41,0,0,0,0,6.0
1014,1,1962,54,0,0,0,0,6.0
1015,1,1981,35,1,1,1,0,6.0
1016,1,1983,33,0,0,0,7,4.0
1017,1,1956,60,0,0,0,4,99.0
1018,1,1958,58,0,0,0,5,1.0
1019,1,1962,54,0,0,0,4,99.0
1020,1,1973,43,1,8,2,0,6.0
1021,1,1961,55,1,29,19,2,11.0
1022,1,1959,57,0,0,0,9,2.0
1023,0,1968.0,48.0,0,0,0,4,99.0
1024,1,1975,41,1,30,5,0,6.0
1025,1,1974,42,1,1,2,0,6.0
1026,0,1947,69,1,5,34,0,6.0
1027,1,1981,35,0,0,0,0,6.0
1028,1,1953,63,1,1,2,0,6.0
1029,1,1985,31,0,0,0,4,99.0
1030,1,1972.0,44.0,0,0,0,0,6.0
1031,1,1978,38,0,0,0,0,6.0
1032,1,1983,33,1,9,6,3,13.0
1033,1,1960,56,0,0,0,4,99.0
1034,1,1962,54,1,10,23,5,1.0
1035,1,1972,44,0,0,0,0,6.0
1036,1,1968,48,1,3,3,5,1.0
1037,1,1968.0,48.0,0,0,0,4,99.0
1038,1,1952,64,1,23,8,0,6.0
1039,1,1967,49,0,0,0,2,11.0
1040,1,1983,33,0,0,0,4,99.0
1041,1,1971,45,0,0,0,4,99.0
1042,1,1962,54,0,0,0,4,99.0
1043,1,1973,43,1,8,2,4,99.0
1044,0,1963,53,0,0,0,4,99.0
1045,1,1957,59,0,0,0,4,99.0
1046,0,1960,56,0,0,0,4,99.0
1047,1,1968,48,1,10,7,5,1.0
1048,1.0,1982,34,0,0,0,0,6.0
1049,1,1971,45,0,0,0,0,6.0
1050,1,1950,66,1,31,7,0,6.0
1051,1.0,1986,30,1,9,7,3,13.0
1052,0,1967,49,0,0,0,0,6.0
1053,1,1954,62,1,1,7,5,1.0
1054,0,1983,33,0,0,0,4,99.0
1055,1,1985,31,1,32,29,3,13.0
1056,1,1974,42,1,11,8,0,6.0
1057,1,1982,34,0,0,0,0,6.0
1058,0,1953,63,1,10,1,8,3.0
1059,0,1970,46,1,2,7,0,6.0
1060,1,1985,31,1,1,5,0,6.0
1061,1,1961,55,1,10,8,0,6.0
1062,1,1966,50,1,4,8,4,99.0
1063,1,1958,58,0,0,0,4,99.0
1064,1,1942,74,0,0,0,4,99.0
1065,1,1969,47,0,0,0,0,6.0
1066,1.0,1965,51,0,0,0,4,99.0
1067,1,1978,38,0,0,0,0,6.0
1068,1,1970,46,1,8,1,4,99.0
1069,1,1973,43,0,0,0,0,6.0
1070,1,1979,37,0,0,0,4,99.0
1071,1,1982,34,0,0,0,4,99.0
1072,1,1959,57,0,0,0,2,11.0
1073,1,1975,41,0,0,0,0,6.0
1074,1,1984,32,1,9,6,3,13.0
1075,1,1969,47,1,33,2,0,6.0
1076,1,1965,51,1,1,1,0,6.0
1077,1,1969,47,0,0,0,5,1.0
1078,1,1967,49,0,0,0,5,1.0
1079,0,1967,49,1,10,23,5,1.0
1080,0,1965,51,1,28,35,5,1.0
1081,1,1980,36,0,0,0,4,99.0
1082,0,1962,54,1,28,35,5,1.0
1083,0,1963,53,0,0,0,4,99.0
1084,1,1952,64,1,10,7,5,1.0
1085,1,1966,50,0,0,0,4,99.0
1086,1,1957,59,0,0,0,0,6.0
1087,0,1966,50,0,0,0,5,1.0
1088,0,1985,31,0,0,0,4,99.0
1089,1,1966,50,1,1,1,0,6.0
1090,1,1969,47,1,10,6,0,6.0
1091,1,1973,43,1,8,1,2,11.0
1092,1,1978,38,1,1,6,0,6.0
1093,1,1987,29,0,0,0,4,99.0
1094,1,1980,36,0,0,0,0,6.0
1095,1,1972,44,1,8,8,4,99.0
1096,1.0,1962,54,1,4,2,4,99.0
1097,1,1966,50,1,8,6,0,6.0
1098,0,1972,44,0,0,0,5,1.0
1099,1,1972,44,1,13,21,5,1.0
1100,1,1971,45,1,1,2,4,99.0
1101,0,1970,46,1,8,6,4,99.0
1102,1,1975,41,0,0,0,0,6.0
1103,1,1973.0,43.0,1,10,2,7,4.0
1104,1,1968.0,48.0,0,0,0,4,99.0
1105,1,1969.0,47.0,1,9,6,2,11.0
1106,1,1972.0,44.0,0,0,0,0,6.0
1107,1,1961.0,55.0,1,27,8,0,6.0
1108,1,1968.0,48.0,0,0,0,4,99.0
1109,1,1972.0,44.0,0,0,0,0,6.0
1110,1,1971.0,45.0,1,8,2,4,99.0
1111,1,1969.0,47.0,1,9,6,2,11.0
1112,1,1965.0,51.0,0,0,0,2,11.0
1113,1,1972.0,44.0,0,0,0,0,6.0
1114,1,1961.0,55.0,1,27,8,0,6.0
1115,1,1972.0,44.0,0,0,0,0,6.0
1116,1,1972.0,44.0,0,0,0,0,6.0
1117,1,1972.0,44.0,0,0,0,0,6.0
1118,1,1963,53,0,0,0,2,11.0
1119,1,1981,35,1,1,13,0,6.0
1120,0,1965,51,1,5,1,0,6.0
1121,1.0,1968.0,48.0,0,0,0,4,99.0
1122,1,1968,48,1,9,7,3,13.0
1123,1,1984,32,0,0,0,3,13.0
1124,1,1974.0,42.0,1,8,36,1,9.0
1125,1.0,1980,36,1,9,6,3,13.0
1126,1,1972,44,1,5,1,0,6.0
1127,1,1968.0,48.0,0,0,0,4,99.0
1128,1,1965.0,51.0,0,0,0,2,11.0
1129,1,1966,50,0,0,0,4,99.0
1130,1,1956,60,1,10,15,4,99.0
1131,1,1977,39,0,0,0,4,99.0
1132,1,1987,29,0,0,0,0,6.0
1133,1.0,1968,48,1,5,1,0,6.0
1134,0,1949,67,0,0,0,4,99.0
1135,1,1965.0,51.0,0,0,0,2,11.0
1136,1,1974,42,1,1,1,0,6.0
