From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
1605,237,Co-Offenders,Same Cell,G100,G100
1605,628,Co-Offenders,Same Cell,G100,G100
1605,629,Co-Offenders,Same Cell,G100,G100
1605,1253,Co-Offenders,Same Cell,G100,G100
1605,1604,Co-Offenders,btb involved in marihuana cultivation,G100,G100
1605,1735,Co-Offenders,btb marihuana drop,G100,G100
1605,1736,Co-Offenders,Same Cell,G100,G100
1605,237,Legitimate,btb assisted re property purchase,G100,G100
1605,628,Legitimate,btb assisted re property purchase,G100,G100
1605,629,Legitimate,btb assisted re property purchase,G100,G100
1605,1604,Legitimate,co-own property,G100,G100
1605,1526,Co-Offenders,btb involved in drug smuggling,G100,"G95, G100"
1605,1526,Legitimate,purchased property from 1655's company,G100,"G95, G100"
1609,89,Co-Offenders,bt launder money,G86,NONE
1609,89,Legitimate,Co-owned company,G86,NONE
1609,90,Co-Offenders,bt launder money,G86,NONE
1609,90,Legitimate,Co-owned company,G86,NONE
1612,2003,Co-Offenders,crystal meth,G106,G106
1613,2106,Formal Criminal Organization,,NONE,NONE
1613,2106,Legitimate,both shot at in other city,NONE,NONE
1615,2,Co-Offenders,meth production,"G4, G5, G6, G7","G4, G5, G6, G7"
1615,95,Co-Offenders,meth production,"G4, G5, G6, G7","G4, G5, G6, G7"
1615,240,Co-Offenders,meth production,"G4, G5, G6, G7","G4, G5, G6, G7"
1615,1505,Co-Offenders,meth production,"G4, G5, G6, G7","G4, G5, G6, G7"
1615,96,Co-Offenders,meth production,"G4, G5, G6, G7","G4, G6, G7"
1615,138,Co-Offenders,meth production,"G4, G5, G6, G7","G4, G6, G7"
1615,1550,Co-Offenders,meth production,"G4, G5, G6, G7","G4, G6, G7"
1615,436,Co-Offenders,meth production,"G4, G5, G6, G7",G7
1615,1739,Co-Offenders,meth production,"G4, G5, G6, G7",G7
1616,64,Co-Offenders,"Drugs, bookmaking, & other illegal activities",NONE,NONE
1616,1641,Co-Offenders,"Drugs, bookmaking, & other illegal activities",NONE,NONE
1629,1143,Legitimate,observed together,G31,G31
1629,1143,Co-Offenders,"B&E, assault with a weapon",G31,G31
1629,1143,Formal Criminal Organization,Ch5,G31,G31
1633,1641,Co-Offenders,Drugs,NONE,NONE
1635,302,Legitimate,Associate,NONE,NONE
1635,303,Legitimate,Associate,NONE,NONE
1638,81,Co-Offenders,plead guilty.to assault causing bodily harm,G111,"G23, G40, G43, G111"
1638,229,Co-Offenders,assault,G111,"G43, G111"
1642,64,Legitimate,Associate,NONE,NONE
1642,64,Co-Offenders,"Drugs, bookmaking, & other illegal activities",NONE,NONE
1642,70,Co-Offenders,Same Cell,NONE,NONE
1646,242,Co-Offenders,cocaine/ marihuana,G32,G32
1646,1644,Co-Offenders,cocaine/ marihuana,G32,G32
1646,1645,Co-Offenders,cocaine/ marihuana,G32,G32
1646,1833,Co-Offenders,cocaine/ marihuana,G32,G32
1646,1270,Co-Offenders,Enforcers / Debt Collection,G32,G32
1650,23,Co-Offenders,associate,"G8, G14",NONE
1650,248,Formal Criminal Organization,Ch1,"G8, G14",G1
1650,1470,Co-Offenders,previous drug distribution,"G8, G14",G123
1650,1470,Formal Criminal Organization,Ch1,"G8, G14",G123
1650,700,Co-Offenders,associate,"G8, G14","G15, G25, G34, G67"
1650,399,Legitimate,Associate,"G8, G14",G168
1650,399,Co-Offenders,previous drug distribution,"G8, G14",G168
1650,1549,Co-Offenders,stock manipulations &  money laundering,"G8, G14","G4, G5, G6, G8"
1650,1549,Formal Criminal Organization,,"G8, G14","G4, G5, G6, G8"
1650,1660,Co-Offenders,stock manipulations &  money laundering,"G8, G14","G8, G14, G21"
1650,2137,Co-Offenders,"stock manipulations,  money laundering, & drug distribution","G8, G14","G8, G29, G72"
1650,2137,Formal Criminal Organization,,"G8, G14","G8, G29, G72"
1650,50,Co-Offenders,"stock manipulations,  money laundering, & drug distribution","G8, G14","G8, G9, G10, G24"
1650,50,Formal Criminal Organization,former member/ associate Ch1,"G8, G14","G8, G9, G10, G24"
1650,1609,Co-Offenders,stock manipulations &  money laundering,"G8, G14",G86
1650,1609,Formal Criminal Organization,,"G8, G14",G86
1650,1609,Legitimate,real estate deals,"G8, G14",G86
1657,111,Co-Offenders,Cocaine,NONE,NONE
1657,670,Legitimate,Associate,NONE,NONE
1657,670,Co-Offenders,Cocaine,NONE,NONE
1662,1954,Legitimate,sold 1 of his helicopters to 2012,NONE,G65
1662,785,Legitimate,helicopter linked to company,NONE,G68
1664,1502,Legitimate,bt have protected 1551,G34,G50
1665,700,Co-Offenders,btb supplying  cocaine,"G13, G34","G15, G25, G34, G67"
1665,440,Co-Offenders,btb collecting debts,"G13, G34","G33, G34"
1665,440,Formal Criminal Organization,,"G13, G34","G33, G34"
1665,440,Legitimate,director,"G13, G34","G33, G34"
1665,1134,Co-Offenders,bt have worked loan sharking,"G13, G34",G34
1665,1664,Co-Offenders,"marihuana, cocaine,   money laundering,  loan sharking.","G13, G34",G34
1665,1664,Formal Criminal Organization,Ch5,"G13, G34",G34
1666,6,Legitimate,Associate,G110,NONE
1666,15,Legitimate,Associate,G110,NONE
1666,156,Legitimate,Associate,G110,NONE
1666,218,Legitimate,Associate,G110,NONE
1666,218,Formal Criminal Organization,,G110,NONE
1666,409,Legitimate,Associate,G110,NONE
1666,418,Legitimate,Associate,G110,NONE
1666,418,Formal Criminal Organization,,G110,NONE
1666,484,Legitimate,Associate,G110,NONE
1666,535,Legitimate,Associate,G110,NONE
1666,602,Legitimate,Associate,G110,NONE
1666,603,Legitimate,Associate,G110,NONE
1666,615,Legitimate,Associate,G110,NONE
1666,645,Legitimate,Associate,G110,NONE
1666,685,Legitimate,Associate,G110,NONE
1666,733,Legitimate,Associate,G110,NONE
1666,763,Legitimate,Associate,G110,NONE
1666,795,Legitimate,Associate,G110,NONE
1666,810,Legitimate,Associate,G110,NONE
1666,853,Legitimate,Associate,G110,NONE
1666,937,Legitimate,Associate,G110,NONE
1666,967,Legitimate,Associate,G110,NONE
1666,983,Legitimate,Associate,G110,NONE
1666,983,Formal Criminal Organization,,G110,NONE
1666,1036,Co-Offenders,shooting,G110,NONE
1666,1065,Legitimate,Associate,G110,NONE
1666,1128,Legitimate,Associate,G110,NONE
1666,1130,Legitimate,Associate,G110,NONE
1666,1229,Legitimate,Associate,G110,NONE
1666,1383,Legitimate,Associate,G110,NONE
1666,1395,Legitimate,Associate,G110,NONE
1666,1426,Legitimate,Associate,G110,NONE
1666,1493,Legitimate,Associate,G110,NONE
1666,1501,Legitimate,Associate,G110,NONE
1666,1547,Legitimate,Associate,G110,NONE
1666,1551,Legitimate,Associate,G110,NONE
1666,1632,Legitimate,Associate,G110,NONE
1666,1670,Legitimate,Associate,G110,NONE
1666,1771,Legitimate,Associate,G110,NONE
1666,1822,Legitimate,Associate,G110,NONE
1666,1823,Legitimate,Associate,G110,NONE
1666,1831,Legitimate,Associate,G110,NONE
1666,1832,Legitimate,Associate,G110,NONE
1666,1968,Legitimate,Associate,G110,NONE
1666,2048,Legitimate,Associate,G110,NONE
1666,2061,Legitimate,Associate,G110,NONE
1666,2090,Legitimate,Associate,G110,NONE
1666,2107,Legitimate,Associate,G110,NONE
1666,451,Legitimate,Associate,G110,G110
1666,1671,Legitimate,,G110,G110
1666,52,Co-Offenders,Same Cell,G110,G110
1666,56,Co-Offenders,Same Cell,G110,G110
1666,99,Co-Offenders,Same Cell,G110,G110
1666,137,Co-Offenders,Same Cell,G110,G110
1666,161,Co-Offenders,Same Cell,G110,G110
1666,213,Co-Offenders,Same Cell,G110,G110
1666,292,Co-Offenders,Same Cell,G110,G110
1666,315,Co-Offenders,Same Cell,G110,G110
1666,326,Co-Offenders,Same Cell,G110,G110
1666,384,Co-Offenders,Same Cell,G110,G110
1666,439,Co-Offenders,Same Cell,G110,G110
1666,442,Co-Offenders,Same Cell,G110,G110
1666,443,Co-Offenders,Same Cell,G110,G110
1666,450,Co-Offenders,Same Cell,G110,G110
1666,566,Co-Offenders,Same Cell,G110,G110
1666,584,Co-Offenders,Same Cell,G110,G110
1666,765,Co-Offenders,Same Cell,G110,G110
1666,820,Co-Offenders,Same Cell,G110,G110
1666,855,Co-Offenders,Same Cell,G110,G110
1666,893,Co-Offenders,Same Cell,G110,G110
1666,905,Co-Offenders,Same Cell,G110,G110
1666,943,Co-Offenders,Same Cell,G110,G110
1666,947,Co-Offenders,Same Cell,G110,G110
1666,979,Co-Offenders,Same Cell,G110,G110
1666,1093,Co-Offenders,Same Cell,G110,G110
1666,1223,Co-Offenders,Same Cell,G110,G110
1666,1348,Co-Offenders,Same Cell,G110,G110
1666,1351,Co-Offenders,Same Cell,G110,G110
1666,1352,Co-Offenders,Same Cell,G110,G110
1666,1392,Co-Offenders,Same Cell,G110,G110
1666,1398,Co-Offenders,Same Cell,G110,G110
1666,1411,Co-Offenders,Same Cell,G110,G110
1666,1521,Co-Offenders,Same Cell,G110,G110
1666,1525,Co-Offenders,Same Cell,G110,G110
1666,1623,Co-Offenders,Same Cell,G110,G110
1666,1671,Co-Offenders,Same Cell,G110,G110
1666,1683,Co-Offenders,Same Cell,G110,G110
1666,1689,Co-Offenders,Same Cell,G110,G110
1666,1744,Co-Offenders,Same Cell,G110,G110
1666,1760,Co-Offenders,Same Cell,G110,G110
1666,1805,Co-Offenders,Same Cell,G110,G110
1666,1821,Co-Offenders,Same Cell,G110,G110
1666,1824,Co-Offenders,Same Cell,G110,G110
1666,1904,Co-Offenders,Same Cell,G110,G110
1666,1909,Co-Offenders,Same Cell,G110,G110
1666,1910,Co-Offenders,Same Cell,G110,G110
1666,1911,Co-Offenders,Same Cell,G110,G110
1666,1925,Co-Offenders,Same Cell,G110,G110
1666,1949,Co-Offenders,Same Cell,G110,G110
1666,1951,Co-Offenders,Same Cell,G110,G110
1666,1980,Co-Offenders,Same Cell,G110,G110
1666,2080,Co-Offenders,Same Cell,G110,G110
1666,2111,Co-Offenders,Same Cell,G110,G110
1666,52,Formal Criminal Organization,,G110,G110
1666,56,Formal Criminal Organization,,G110,G110
1666,99,Formal Criminal Organization,,G110,G110
1666,137,Formal Criminal Organization,,G110,G110
1666,161,Formal Criminal Organization,,G110,G110
1666,213,Formal Criminal Organization,,G110,G110
1666,292,Formal Criminal Organization,,G110,G110
1666,315,Formal Criminal Organization,,G110,G110
1666,326,Formal Criminal Organization,,G110,G110
1666,384,Formal Criminal Organization,,G110,G110
1666,439,Formal Criminal Organization,,G110,G110
1666,442,Formal Criminal Organization,,G110,G110
1666,443,Formal Criminal Organization,,G110,G110
1666,450,Formal Criminal Organization,,G110,G110
1666,566,Formal Criminal Organization,,G110,G110
1666,584,Formal Criminal Organization,,G110,G110
1666,765,Formal Criminal Organization,,G110,G110
1666,820,Formal Criminal Organization,,G110,G110
1666,855,Formal Criminal Organization,,G110,G110
1666,893,Formal Criminal Organization,,G110,G110
1666,905,Formal Criminal Organization,,G110,G110
1666,943,Formal Criminal Organization,,G110,G110
1666,947,Formal Criminal Organization,,G110,G110
1666,979,Formal Criminal Organization,,G110,G110
1666,1093,Formal Criminal Organization,,G110,G110
1666,1223,Formal Criminal Organization,,G110,G110
1666,1348,Formal Criminal Organization,,G110,G110
1666,1351,Formal Criminal Organization,,G110,G110
1666,1352,Formal Criminal Organization,,G110,G110
1666,1392,Formal Criminal Organization,,G110,G110
1666,1398,Formal Criminal Organization,,G110,G110
1666,1411,Formal Criminal Organization,,G110,G110
1666,1521,Formal Criminal Organization,,G110,G110
1666,1525,Formal Criminal Organization,,G110,G110
1666,1623,Formal Criminal Organization,,G110,G110
1666,1671,Formal Criminal Organization,,G110,G110
1666,1683,Formal Criminal Organization,,G110,G110
1666,1689,Formal Criminal Organization,,G110,G110
1666,1744,Formal Criminal Organization,,G110,G110
1666,1760,Formal Criminal Organization,,G110,G110
1666,1805,Formal Criminal Organization,,G110,G110
1666,1821,Formal Criminal Organization,,G110,G110
1666,1824,Formal Criminal Organization,,G110,G110
1666,1904,Formal Criminal Organization,,G110,G110
1666,1909,Formal Criminal Organization,,G110,G110
1666,1910,Formal Criminal Organization,,G110,G110
1666,1911,Formal Criminal Organization,,G110,G110
1666,1925,Formal Criminal Organization,,G110,G110
1666,1949,Formal Criminal Organization,,G110,G110
1666,1951,Formal Criminal Organization,,G110,G110
1666,1980,Formal Criminal Organization,,G110,G110
1666,2080,Formal Criminal Organization,,G110,G110
1666,2111,Formal Criminal Organization,,G110,G110
1666,455,Legitimate,Associate,G110,G47
1666,455,Formal Criminal Organization,,G110,G47
1666,1177,Legitimate,Associate,G110,G48
1666,687,Co-Offenders,Same Cell,G110,"G50, G110"
1666,687,Formal Criminal Organization,,G110,"G50, G110"
1666,169,Legitimate,Associate,G110,G60
1666,170,Legitimate,Associate,G110,G60
1666,282,Legitimate,Associate,G110,G60
1666,541,Legitimate,Associate,G110,G60
1666,1012,Legitimate,Associate,G110,G60
1666,1651,Legitimate,Associate,G110,G60
1666,169,Formal Criminal Organization,,G110,G60
1666,1012,Formal Criminal Organization,,G110,G60
1666,482,Legitimate,Associate,G110,"G60, G107"
1666,482,Formal Criminal Organization,,G110,"G60, G107"
1666,1271,Co-Offenders,Same Cell,G110,"G60, G110"
1666,1271,Formal Criminal Organization,,G110,"G60, G110"
1666,1342,Legitimate,Associate,G110,G72
1673,427,Legitimate,Associate,G75,NONE
1673,427,Co-Offenders,threatening with a firearm,G75,NONE
1673,14,Co-Offenders,Same Cell,G75,"G19, G75"
1673,14,Formal Criminal Organization,,G75,"G19, G75"
1673,114,Co-Offenders,Same Cell,G75,G75
1673,122,Co-Offenders,Same Cell,G75,G75
1673,208,Co-Offenders,Same Cell,G75,G75
1673,227,Co-Offenders,Same Cell,G75,G75
1673,612,Co-Offenders,Same Cell,G75,G75
1673,762,Co-Offenders,Same Cell,G75,G75
1673,775,Co-Offenders,Same Cell,G75,G75
1673,1112,Co-Offenders,Same Cell,G75,G75
1673,1115,Co-Offenders,Same Cell,G75,G75
1673,1116,Co-Offenders,Same Cell,G75,G75
1673,1643,Co-Offenders,Same Cell,G75,G75
1673,114,Formal Criminal Organization,,G75,G75
1673,122,Formal Criminal Organization,,G75,G75
1673,208,Formal Criminal Organization,,G75,G75
1673,227,Formal Criminal Organization,,G75,G75
1673,612,Formal Criminal Organization,,G75,G75
1673,762,Formal Criminal Organization,,G75,G75
1673,775,Formal Criminal Organization,,G75,G75
1673,1112,Formal Criminal Organization,,G75,G75
1673,1115,Formal Criminal Organization,,G75,G75
1673,1116,Formal Criminal Organization,,G75,G75
1673,1643,Formal Criminal Organization,,G75,G75
1674,177,Legitimate,associate,G101,G101
1674,177,Co-Offenders,btb assisting new dealer to become established,G101,G101
1674,363,Co-Offenders,btb  drug courier & enforcer,G101,G101
1674,559,Co-Offenders,bt former lower level cocaine supplier,G101,G101
1674,1222,Co-Offenders,btb former cocaine supplier,G101,G101
1674,1977,Co-Offenders,enforcer,G101,G101
1674,177,Formal Criminal Organization,,G101,G101
1674,363,Formal Criminal Organization,,G101,G101
1674,559,Formal Criminal Organization,,G101,G101
1674,1222,Formal Criminal Organization,,G101,G101
1674,1977,Formal Criminal Organization,,G101,G101
1678,58,Legitimate,associate,G102,G102
1678,1649,Legitimate,associate,G102,G102
1678,58,Co-Offenders,btb sell cocaine ,G102,G102
1678,740,Co-Offenders,lower level drug dealer,G102,G102
1678,1155,Co-Offenders,Same Cell,G102,G102
1678,1327,Co-Offenders,lower level drug dealer,G102,G102
1678,1569,Co-Offenders,Same Cell,G102,G102
1678,1649,Co-Offenders,lower level drug dealer,G102,G102
1678,1676,Co-Offenders,transported cocaine,G102,G102
1678,1841,Co-Offenders,lower level drug dealer,G102,G102
1678,1941,Co-Offenders,btb drug supplier,G102,G102
1678,1051,Co-Offenders,Same Cell,G102,G89
1680,1780,Co-Offenders,Money Laundering,G174,NONE
1680,1780,Legitimate,btb discussing purchasing restaurant together,G174,NONE
1680,1763,Legitimate,First level associate,G174,G160
1680,1763,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G160
1680,1,Legitimate,First Level Associate,G174,G174
1680,40,Legitimate,First Level Associate,G174,G174
1680,752,Legitimate,Associate,G174,G174
1680,1354,Legitimate,First level associate,G174,G174
1680,2114,Legitimate,Associate,G174,G174
1680,1,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1680,40,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1680,134,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1680,674,Co-Offenders,Drugs,G174,G174
1680,752,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1680,867,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1680,870,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1680,949,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1680,1173,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1680,1306,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1680,1354,Co-Offenders,Telemarketing fraud,G174,G174
1680,1384,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1680,1688,Co-Offenders,"telemarketing, money laundering, drug trafficking, fraud",G174,G174
1680,2114,Co-Offenders,Money Laundering,G174,G174
1688,134,Co-Offenders,Credit Card Fraud,G174,G174
1692,1164,Co-Offenders,recipient of altered reefer doors,G126,"G121, G126"
1700,699,Legitimate,,NONE,NONE
1700,399,Co-Offenders,,NONE,G168
1701,1624,Legitimate,Business Associates,NONE,NONE
1701,1699,Legitimate,,NONE,NONE
1701,1702,Legitimate,directors,NONE,NONE
1701,1252,Legitimate,Associates,NONE,G108
1703,149,Legitimate,business partner,G62,G62
1715,1790,Legitimate,Associate,G132,NONE
1715,1720,Legitimate,btb business associate,G132,G124
1715,339,Legitimate,close associate,G132,G132
1715,339,Co-Offenders,btb  involved in the transportation of drugs nationally & internationally,G132,G132
1718,1719,Legitimate,same residence,G124,G124
1719,894,Co-Offenders,shots fired,G124,G124
1719,1371,Co-Offenders,shots fired,G124,G124
1719,1601,Co-Offenders,shots fired,G124,G124
1720,289,Legitimate,Associate,G124,NONE
1720,899,Legitimate,Associate,G124,NONE
1720,1028,Legitimate,Associate,G124,NONE
1720,1931,Legitimate,Associate,G124,NONE
1720,1933,Legitimate,Associate,G124,NONE
1720,93,Legitimate,close associate,G124,G124
1720,93,Co-Offenders,marihuana grow op,G124,G124
1720,117,Co-Offenders,Same Cell,G124,G124
1720,206,Co-Offenders,Same Cell,G124,G124
1720,490,Co-Offenders,Same Cell,G124,G124
1720,859,Co-Offenders,Same Cell,G124,G124
1720,879,Co-Offenders,Same Cell,G124,G124
1720,894,Co-Offenders,Same Cell,G124,G124
1720,927,Co-Offenders,Same Cell,G124,G124
1720,929,Co-Offenders,Same Cell,G124,G124
1720,1371,Co-Offenders,Same Cell,G124,G124
1720,1564,Co-Offenders,Same Cell,G124,G124
1720,1601,Co-Offenders,Same Cell,G124,G124
1720,1714,Co-Offenders,Same Cell,G124,G124
1720,1716,Co-Offenders,Same Cell,G124,G124
1720,1718,Co-Offenders,Same Cell,G124,G124
1720,1719,Co-Offenders,Same Cell,G124,G124
1720,2028,Co-Offenders,Same Cell,G124,G124
1720,1714,Legitimate,same residence,G124,G124
1720,1716,Legitimate,same residence,G124,G124
1722,741,Legitimate,new owner,G9,NONE
1722,1721,Legitimate,new co-owners,G9,NONE
1722,222,Legitimate,associate,G9,G50
1722,222,Co-Offenders,marihuana grow ops,G9,G50
1722,222,Formal Criminal Organization,member/ associate Ch2,G9,G50
1724,231,Legitimate,Past Associate,G164,NONE
1724,530,Legitimate,Past Associate,G164,NONE
1724,1211,Legitimate,Past Associate,G164,NONE
1724,1212,Legitimate,Past Associate,G164,NONE
1724,1364,Legitimate,Past Associate,G164,NONE
1724,1390,Legitimate,Past Associate,G164,NONE
1724,1799,Legitimate,Past Associate,G164,NONE
1724,1817,Legitimate,Past Associate,G164,NONE
1724,1618,Co-Offenders,"Cocaine, marihuana, money laundering",G164,G164
1731,522,Legitimate,,G180,NONE
1731,309,Co-Offenders,"btb: Marihuana, cocaine, home invasions, extortion, prostitution, B&E, etc.",G180,G180
1731,904,Co-Offenders,"btb: Marihuana, cocaine, home invasions, extortion, prostitution, B&E, etc.",G180,G180
1731,1730,Co-Offenders,"Marihuana, cocaine, home invasions, extortion, prostitution, B&E, etc.",G180,G180
1731,309,Formal Criminal Organization,,G180,G180
1731,904,Formal Criminal Organization,,G180,G180
1731,1730,Formal Criminal Organization,,G180,G180
1734,294,Legitimate,same residence,NONE,NONE
1734,1976,Co-Offenders,btb selling cocaine,NONE,NONE
1742,1964,Legitimate,associate,G89,NONE
1746,715,Legitimate,associate,"G23, G30, G43",NONE
1746,938,Legitimate,associate,"G23, G30, G43",NONE
1746,1070,Legitimate,associate,"G23, G30, G43",NONE
1746,1310,Legitimate,associate,"G23, G30, G43",NONE
1746,1729,Legitimate,associate,"G23, G30, G43",NONE
1746,1867,Legitimate,associate,"G23, G30, G43",NONE
1746,1194,Legitimate,associate,"G23, G30, G43","G10, G26, G90"
1746,1194,Formal Criminal Organization,,"G23, G30, G43","G10, G26, G90"
1746,81,Co-Offenders,cocaine network:,"G23, G30, G43","G23, G40, G43, G111"
1746,791,Legitimate,associate,"G23, G30, G43",G25
1746,791,Formal Criminal Organization,,"G23, G30, G43",G25
1746,223,Legitimate,associate,"G23, G30, G43",G30
1746,1745,Legitimate,associate,"G23, G30, G43",G30
1746,1546,Legitimate,associate,"G23, G30, G43","G30, G39, G40, G115, G116"
1746,1546,Formal Criminal Organization,,"G23, G30, G43","G30, G39, G40, G115, G116"
1746,582,Co-Offenders,cocaine network:,"G23, G30, G43",G43
1746,788,Co-Offenders,cocaine network:,"G23, G30, G43",G43
1746,848,Co-Offenders,cocaine network:,"G23, G30, G43",G43
1746,229,Co-Offenders,cocaine network:,"G23, G30, G43","G43, G111"
1746,1256,Co-Offenders,cocaine network:,"G23, G30, G43","G43, G111"
1746,1981,Co-Offenders,cocaine network:,"G23, G30, G43","G43, G111"
1746,1133,Legitimate,Associate,"G23, G30, G43",G83
1746,1133,Co-Offenders,provides cocaine,"G23, G30, G43",G83
1748,1118,Co-Offenders,bt have directed take over other districts drug business,G89,G89
1748,1742,Co-Offenders,arrested for trafficking cocaine,G89,G89
1748,1118,Formal Criminal Organization,,G89,G89
1748,1742,Formal Criminal Organization,,G89,G89
1751,1750,Formal Criminal Organization,bitter divorce,"G22, G103",NONE
1751,390,Co-Offenders,btb laundering money,"G22, G103",G103
1751,426,Co-Offenders,btb laundering money,"G22, G103",G103
1751,922,Co-Offenders,btb laundering money,"G22, G103",G103
1751,1681,Co-Offenders,btb laundering money,"G22, G103",G103
1751,390,Legitimate,financial associations,"G22, G103",G103
1751,426,Legitimate,financial associations,"G22, G103",G103
1751,922,Legitimate,financial associations,"G22, G103",G103
1751,1681,Legitimate,financial associations,"G22, G103",G103
1751,830,Legitimate,Associate,"G22, G103",G22
1751,830,Co-Offenders,btb stock market crime,"G22, G103",G22
1755,1987,Co-Offenders,btb trafficking cocaine,G31,NONE
1755,1987,Formal Criminal Organization,Ch5,G31,NONE
1758,181,Legitimate,Associate,G104,NONE
1758,1355,Legitimate,Associate,G104,NONE
1758,1356,Legitimate,Associate,G104,NONE
1758,1337,Co-Offenders,Telemarketing / Lottery Scam,G104,G104
1758,1450,Co-Offenders,Telemarketing / Lottery Scam,G104,G104
1758,1972,Co-Offenders,Telemarketing / Lottery Scam,G104,G104
1763,870,Legitimate,Associates,G160,G174
1763,1688,Co-Offenders,Counterfeit Passports for human smuggling,G160,G174
1764,1765,Co-Offenders,telemarketing scam,G105,G105
1768,187,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,G106
1768,739,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,G106
1768,940,Co-Offenders,steroids,G106,G106
1768,964,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,G106
1768,1612,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,G106
1768,2003,Co-Offenders,2062 supplied  1819 with crystal meth,G106,G106
1768,964,Legitimate,owns the condo 1819 lived in,G106,G106
1768,1783,Legitimate,btb associate,G106,G51
1768,529,Co-Offenders,trafficking &  importing/ exporting of drugs,G106,"G83, G106"
1772,1393,Legitimate,close associate,G21,NONE
1772,1393,Formal Criminal Organization,,G21,NONE
1772,688,Co-Offenders,offloaded cocaine for 712,G21,"G1, G3"
1772,688,Formal Criminal Organization,,G21,"G1, G3"
1772,1020,Legitimate,close associate,G21,"G19, G21, G22"
1772,1020,Co-Offenders,arrested,G21,"G19, G21, G22"
1772,1634,Co-Offenders,same cell,G21,G21
1772,1883,Co-Offenders,same cell,G21,G21
1778,1551,Legitimate,Associate,NONE,NONE
1780,40,Co-Offenders,Bank Fraud,NONE,G174
1786,354,Legitimate,Associate,G157,G157
1788,229,Co-Offenders,btb involved in cocaine trafficking,G111,"G43, G111"
1789,331,Legitimate,Associate,G166,NONE
1789,331,Co-Offenders,Illegal immigration documents,G166,NONE
1789,1061,Formal Criminal Organization,Enemy-grow-rip/attempted murder,G166,NONE
1789,77,Legitimate,Associate,G166,G167
1797,1749,Legitimate,btb pilot working for 1850,G88,NONE
1808,381,Formal Criminal Organization,hated,NONE,NONE
1810,1264,Co-Offenders,btb marihuana drop,G47,G47
1810,1060,Co-Offenders,btb marihuana drop,G47,"G47, G84"
1810,1060,Legitimate,owns helicopter operated by 1863,G47,"G47, G84"
1814,142,Co-Offenders,Same Cell,G129,G129
1814,337,Co-Offenders,Same Cell,G129,G129
1814,920,Co-Offenders,Same Cell,G129,G129
1814,1157,Co-Offenders,Same Cell,G129,G129
1814,1387,Co-Offenders,Same Cell,G129,G129
1814,1598,Co-Offenders,Same Cell,G129,G129
1814,1599,Co-Offenders,Same Cell,G129,G129
1815,1476,Legitimate,Associate,G156,NONE
1815,1476,Co-Offenders,btb hired for human smuggling,G156,NONE
1815,373,Co-Offenders,btb human smuggling,G156,G156
1815,931,Co-Offenders,btb human smuggling,G156,G156
1815,1492,Co-Offenders,btb human smuggling,G156,G156
1815,2120,Co-Offenders,btb human smuggling,G156,G156
1816,1357,Co-Offenders,local drug dealers,G54,G54
1816,1357,Legitimate,same residence,G54,G54
1821,1824,Co-Offenders,Same Cell,G110,G110
1821,1824,Formal Criminal Organization,,G110,G110
1839,1199,Co-Offenders,"Theft, Fraud",G55,NONE
1839,1203,Co-Offenders,"Theft, Fraud",G55,G55
1845,758,Co-Offenders,crack cocaine,G62,G62
1845,159,Co-Offenders,crack cocaine,G62,G89
1850,776,Co-Offenders,marine cocaine importation,G42,NONE
1850,970,Legitimate,associate,G42,NONE
1850,1393,Co-Offenders,marine cocaine importation,G42,NONE
1850,1802,Legitimate,associate,G42,NONE
1850,1829,Legitimate,associate,G42,NONE
1850,1836,Co-Offenders,marine cocaine importation,G42,NONE
1850,688,Co-Offenders,marine cocaine importation,G42,"G1, G3"
1850,1772,Co-Offenders,marine cocaine importation,G42,G21
1850,1244,Legitimate,associate,G42,G42
1850,1460,Legitimate,associate,G42,G42
1850,392,Co-Offenders,same cell,G42,G42
1850,262,Legitimate,associate,G42,G70
1854,323,Formal Criminal Organization,one of the subjects of 335's murder,NONE,G93
1856,394,Co-Offenders,Same Cell,G107,G107
1856,398,Co-Offenders,Same Cell,G107,G107
1856,711,Co-Offenders,Same Cell,G107,G107
1856,800,Co-Offenders,Same Cell,G107,G107
1856,996,Co-Offenders,Same Cell,G107,G107
1856,1156,Co-Offenders,Same Cell,G107,G107
1856,398,Legitimate,purchased a helicopter from 411,G107,G107
