From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
600,1490,Legitimate,,G36,NONE
604,1613,Legitimate,,NONE,NONE
604,2106,Legitimate,,NONE,NONE
618,1574,Legitimate,Associate,NONE,"G49, G99"
618,1574,Co-Offenders,trafficking and growing marihuana,NONE,"G49, G99"
619,561,Co-Offenders,Supplier,G64,NONE
619,969,Co-Offenders,directed by 642 to assault a cocaine trafficker,G64,NONE
619,1263,Co-Offenders,directed by 642 re drug-related matters,G64,G64
619,1679,Co-Offenders,directed by 642 re drug-related matters,G64,G64
619,799,Co-Offenders,directs cocaine distribution network,G64,G64
619,298,Co-Offenders,drug offences,G64,G64
619,617,Co-Offenders,money re cocaine payments,G64,G64
619,1853,Co-Offenders,Same Cell,G64,G64
619,1230,Co-Offenders,Supplier,G64,G64
619,1684,Co-Offenders,Supplier for 642 et al,G64,G64
619,2124,Co-Offenders,Supplier for 642 et al,G64,G64
619,617,Legitimate,Directors,G64,G64
619,298,Legitimate,former co-directors,G64,G64
619,385,Legitimate,,G64,G64
619,2004,Formal Criminal Organization,bt have someone assaulted for selling cocaine,G64,G64
619,298,Formal Criminal Organization,threatened,G64,G64
623,1016,Legitimate,Associate,G141,NONE
623,375,Legitimate,Associate,G141,"G136, G152"
623,314,Co-Offenders,a reliable drug distributor,G141,G141
623,358,Co-Offenders,"importing & trafficking heroin, cocaine, Ecstacy & meth",G141,G141
623,732,Co-Offenders,"importing & trafficking heroin, cocaine, Ecstacy & meth",G141,G141
635,1936,Legitimate,Associate,NONE,NONE
637,145,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
637,265,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
637,919,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
637,957,Co-Offenders,"btb importing/ exporting heroin, cocaine & marihuana","G118, G135",G135
637,1713,Co-Offenders,bt obtain heroin,"G118, G135",G135
640,641,Co-Offenders,Money Laundering,NONE,NONE
641,246,Co-Offenders,Money Laundering,NONE,NONE
641,643,Co-Offenders,Money Laundering,NONE,NONE
642,249,Legitimate,btb associates,NONE,G1
643,246,Co-Offenders,Money Laundering,NONE,NONE
650,756,Co-Offenders,monitoring US border patrol frequency,G46,G46
652,595,Co-Offenders,arrested & charged,G112,G112
652,1278,Co-Offenders,arrested together,G112,G112
657,1830,Legitimate,,"G8, G14, G80",NONE
657,1869,Formal Criminal Organization,,"G8, G14, G80",NONE
657,1869,Legitimate,btb formerly linked re real estate,"G8, G14, G80",NONE
657,2011,Co-Offenders,cocaine importation & distribution,"G8, G14, G80","G13, G14"
657,2011,Formal Criminal Organization,Ch3,"G8, G14, G80","G13, G14"
657,2011,Legitimate,director,"G8, G14, G80","G13, G14"
657,1127,Legitimate,associate,"G8, G14, G80",G14
657,1650,Co-Offenders,cocaine importation;  stock manipulations/  money laundering,"G8, G14, G80","G8, G14"
657,1650,Formal Criminal Organization,,"G8, G14, G80","G8, G14"
657,1650,Legitimate,director,"G8, G14, G80","G8, G14"
657,1660,Co-Offenders,cocaine importation & distribution,"G8, G14, G80","G8, G14, G21"
657,1660,Legitimate,director,"G8, G14, G80","G8, G14, G21"
660,1905,Co-Offenders,Cocaine,G185,NONE
660,1906,Co-Offenders,Cocaine,G185,NONE
660,574,Co-Offenders,Same Cell,G185,G185
660,661,Co-Offenders,"Assualt, theft PPT, & fraud",G185,G185
660,662,Co-Offenders,"Assualt, theft PPT, & fraud",G185,G185
660,751,Co-Offenders,Same Cell,G185,G185
660,1255,Co-Offenders,Same Cell,G185,G185
660,1315,Co-Offenders,Same Cell,G185,G185
660,1328,Co-Offenders,Same Cell,G185,G185
660,1610,Co-Offenders,Same Cell,G185,G185
660,1804,Co-Offenders,Same Cell,G185,G185
660,574,Formal Criminal Organization,,G185,G185
660,661,Formal Criminal Organization,,G185,G185
660,662,Formal Criminal Organization,,G185,G185
660,751,Formal Criminal Organization,,G185,G185
660,1255,Formal Criminal Organization,,G185,G185
660,1315,Formal Criminal Organization,,G185,G185
660,1328,Formal Criminal Organization,,G185,G185
660,1610,Formal Criminal Organization,,G185,G185
660,1804,Formal Criminal Organization,,G185,G185
662,661,Co-Offenders,"Assualt, theft PPT, & fraud",G185,G185
662,661,Formal Criminal Organization,,G185,G185
664,528,Legitimate,director /officer,NONE,NONE
664,852,Legitimate,officers,NONE,NONE
666,668,Co-Offenders,theft ring,G63,NONE
666,669,Legitimate,associate,G63,NONE
666,761,Co-Offenders,btb theft ring,G63,NONE
666,1260,Co-Offenders,btb theft ring,G63,NONE
666,1261,Co-Offenders,theft ring,G63,NONE
666,1628,Co-Offenders,btb theft ring,G63,NONE
667,722,Co-Offenders,btb enforcer,G35,NONE
667,722,Formal Criminal Organization,,G35,NONE
667,1214,Co-Offenders,associate,G35,NONE
667,1214,Formal Criminal Organization,,G35,NONE
667,1432,Co-Offenders,btb working together,G35,NONE
667,1432,Formal Criminal Organization,,G35,NONE
667,1964,Co-Offenders,,G35,NONE
667,727,Co-Offenders,btb supplied,G35,"G23, G39, G41, G66, G89"
667,1312,Co-Offenders,btb working closely together re cocaine,G35,"G23, G41, G66, G89"
667,1938,Co-Offenders,btb working together,G35,G35
667,755,Co-Offenders,cocaine,G35,G35
667,457,Formal Criminal Organization,,G35,G35
667,755,Formal Criminal Organization,,G35,G35
667,850,Formal Criminal Organization,,G35,G35
667,1533,Formal Criminal Organization,,G35,G35
667,1926,Formal Criminal Organization,,G35,G35
667,1938,Formal Criminal Organization,,G35,G35
672,459,Co-Offenders,arrested for possession of cocaine,G183,G98
684,1662,Legitimate,,"G47, G65",NONE
684,1662,Co-Offenders,btb flying marihuana,"G47, G65",NONE
684,74,Legitimate,operated helicopter,"G47, G65",G47
684,823,Co-Offenders,bt assist with the marihuana harvests,"G47, G65",G65
684,1892,Co-Offenders,bt clip marihuana for the grow ops,"G47, G65",G65
684,239,Co-Offenders,Same Cell,"G47, G65",G65
684,387,Co-Offenders,Same Cell,"G47, G65",G65
684,646,Co-Offenders,Same Cell,"G47, G65",G65
684,679,Co-Offenders,Same Cell,"G47, G65",G65
684,680,Co-Offenders,Same Cell,"G47, G65",G65
684,681,Co-Offenders,Same Cell,"G47, G65",G65
684,682,Co-Offenders,Same Cell,"G47, G65",G65
684,683,Co-Offenders,Same Cell,"G47, G65",G65
684,885,Co-Offenders,Same Cell,"G47, G65",G65
684,1131,Co-Offenders,Same Cell,"G47, G65",G65
684,1132,Co-Offenders,Same Cell,"G47, G65",G65
684,1963,Co-Offenders,Same Cell,"G47, G65",G65
684,2053,Co-Offenders,Same Cell,"G47, G65",G65
684,2078,Co-Offenders,Same Cell,"G47, G65",G65
684,702,Legitimate,sold his helicopter,"G47, G65",G65
687,1036,Co-Offenders,both arrested re shooting,"G50, G110",NONE
687,567,Formal Criminal Organization,suspect  re. shooting,"G50, G110",G48
688,393,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",NONE
688,393,Formal Criminal Organization,Ch1,"G1, G3",NONE
688,179,Co-Offenders,phone calls ,"G1, G3",G22
688,1803,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
688,370,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
688,708,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
688,1002,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
688,2001,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3",G3
688,1803,Formal Criminal Organization,Ch1,"G1, G3",G3
688,708,Formal Criminal Organization,Ch1,"G1, G3",G3
688,1002,Formal Criminal Organization,Ch1,"G1, G3",G3
688,2001,Formal Criminal Organization,Ch1,"G1, G3",G3
688,370,Formal Criminal Organization,member/ prospect Ch1,"G1, G3",G3
688,1917,Co-Offenders,"btb: drug import/ export, & extortion","G1, G3","G3, G5"
688,1917,Formal Criminal Organization,Ch1,"G1, G3","G3, G5"
688,1619,Co-Offenders,btb directed by in cocaine distribution,"G1, G3",G84
689,898,Co-Offenders,Heroin Smuggling Group,NONE,"G118, G121, G135"
689,694,Legitimate,associate,NONE,G121
689,325,Co-Offenders,Money Laundering Group,NONE,G121
689,537,Co-Offenders,Marihuana Smuggling Group,NONE,G121
689,671,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
689,692,Co-Offenders,Same Cell,NONE,G121
689,694,Co-Offenders,Marihuana Smuggling Group,NONE,G121
689,950,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
689,1163,Co-Offenders,Heroin Smuggling Group,NONE,G121
689,1366,Co-Offenders,Money Laundering Group,NONE,G121
689,1557,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
689,1712,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
689,1774,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
689,2009,Co-Offenders,Synthetic Chemical Drug Smuggling Group,NONE,G121
689,1366,Legitimate,owner,NONE,G121
689,340,Co-Offenders,Money Laundering Group,NONE,"G121, G122"
689,1164,Co-Offenders,Marihuana Smuggling Group,NONE,"G121, G126"
691,1220,Legitimate,good friends,G66,NONE
691,563,Co-Offenders,btb supplying with drugs,G66,"G62, G66"
691,1003,Legitimate,boyfriend/ girlfriend,G66,G66
691,1187,Legitimate,past associate,G66,G66
691,1602,Legitimate,past associate,G66,G66
691,1705,Legitimate,past associate,G66,G66
691,1704,Co-Offenders,bt: threatened re gambling debt,G66,G66
691,493,Co-Offenders,btb receiving  cocaine supply,G66,G66
691,1358,Co-Offenders,btb receiving  cocaine supply,G66,G66
691,1434,Co-Offenders,btb receiving  cocaine supply,G66,G66
691,141,Co-Offenders,"cocaine, heroin, & marihuana grow ops",G66,G66
691,1003,Co-Offenders,marihuana found while driving vehicle,G66,G66
691,1359,Co-Offenders,same cell,G66,G66
698,1287,Legitimate,associate,NONE,"G13, G15, G34"
698,1287,Formal Criminal Organization,,NONE,"G13, G15, G34"
699,1907,Legitimate,Operated company,NONE,G108
700,822,Formal Criminal Organization,,"G15, G25, G34, G67",NONE
700,1205,Formal Criminal Organization,,"G15, G25, G34, G67",NONE
700,1280,Legitimate,nominee for property purchases,"G15, G25, G34, G67",NONE
700,1987,Legitimate,associate,"G15, G25, G34, G67",NONE
700,1987,Formal Criminal Organization,,"G15, G25, G34, G67",NONE
700,512,Co-Offenders,Same Cell,"G15, G25, G34, G67","G25, G67"
700,512,Legitimate,btb co-owner,"G15, G25, G34, G67","G25, G67"
700,1519,Legitimate,Director,"G15, G25, G34, G67","G29, G67"
700,1874,Legitimate,725s “right hand man”,"G15, G25, G34, G67",G67
700,11,Co-Offenders,btb money launderer,"G15, G25, G34, G67",G67
700,854,Co-Offenders,cocaine trafficking & possession,"G15, G25, G34, G67",G67
700,1874,Co-Offenders,Same Cell,"G15, G25, G34, G67",G67
700,1874,Formal Criminal Organization,,"G15, G25, G34, G67",G67
700,11,Legitimate,business links,"G15, G25, G34, G67",G67
700,2137,Formal Criminal Organization,,"G15, G25, G34, G67","G8, G29, G72"
700,2137,Legitimate,financial involvement in company,"G15, G25, G34, G67","G8, G29, G72"
706,1672,Legitimate,associate,G68,"G39, G68"
706,786,Legitimate,associate,G68,G68
706,269,Co-Offenders,Same Cell,G68,G68
706,710,Co-Offenders,Same Cell,G68,G68
706,786,Co-Offenders,Same Cell,G68,G68
706,2131,Co-Offenders,Same Cell,G68,G68
706,269,Legitimate,links in helicopter business,G68,G68
708,709,Legitimate,Director/ Operator,G3,NONE
708,1391,Legitimate,Director,G3,G50
708,2124,Legitimate,associate,G3,G64
714,712,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G12
714,1899,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G12
714,1900,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G12
714,1286,Co-Offenders,"marihuana/ cocaine, extortions & assaults",G12,G123
716,201,Co-Offenders,arrested cocaine,G117,NONE
716,717,Co-Offenders,arrested cocaine,G117,NONE
716,1044,Co-Offenders,arrested cocaine,G117,NONE
716,1511,Co-Offenders,cocaine,G117,NONE
717,201,Co-Offenders,Cocaine,NONE,NONE
717,1044,Co-Offenders,Cocaine,NONE,NONE
718,84,Formal Criminal Organization,SOI: murder,"G122, G186",G119
718,955,Co-Offenders,Same Cell,"G122, G186",G133
718,955,Formal Criminal Organization,,"G122, G186",G133
718,1176,Co-Offenders,POI for homicide investigation,"G122, G186","G179, G186"
718,1176,Formal Criminal Organization,,"G122, G186","G179, G186"
718,1717,Legitimate,Associates,"G122, G186",G186
718,307,Co-Offenders,Same Cell,"G122, G186",G186
718,954,Co-Offenders,Same Cell,"G122, G186",G186
718,1717,Co-Offenders,Same Cell,"G122, G186",G186
718,307,Formal Criminal Organization,,"G122, G186",G186
718,954,Formal Criminal Organization,,"G122, G186",G186
718,1717,Formal Criminal Organization,,"G122, G186",G186
725,703,Co-Offenders,cocaine,G85,G85
725,1247,Co-Offenders,cocaine,G85,G85
727,1194,Formal Criminal Organization,Ch6,"G23, G39, G41, G66, G89","G10, G26, G90"
727,1194,Legitimate,bought a company from 1229,"G23, G39, G41, G66, G89","G10, G26, G90"
727,835,Legitimate,company,"G23, G39, G41, G66, G89",G23
727,1891,Legitimate,754's long time employee,"G23, G39, G41, G66, G89","G23, G24"
727,774,Legitimate,associate,"G23, G39, G41, G66, G89","G23, G30, G39"
727,1746,Co-Offenders,marihuana importation,"G23, G39, G41, G66, G89","G23, G30, G43"
727,1746,Formal Criminal Organization,Ch6,"G23, G39, G41, G66, G89","G23, G30, G43"
727,82,Legitimate,associate,"G23, G39, G41, G66, G89","G23, G40, G43"
727,82,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G40, G43"
727,81,Legitimate,associate,"G23, G39, G41, G66, G89","G23, G40, G43, G111"
727,81,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G40, G43, G111"
727,1512,Legitimate,associate,"G23, G39, G41, G66, G89","G23, G41"
727,1512,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G41"
727,1312,Co-Offenders,bt supply drugs,"G23, G39, G41, G66, G89","G23, G41, G66, G89"
727,1312,Legitimate,,"G23, G39, G41, G66, G89","G23, G41, G66, G89"
727,1311,Legitimate,btb financial interest in company,"G23, G39, G41, G66, G89","G23, G41, G69"
727,819,Co-Offenders,btb long-term criminal association,"G23, G39, G41, G66, G89","G23, G69"
727,819,Formal Criminal Organization,,"G23, G39, G41, G66, G89","G23, G69"
727,1535,Formal Criminal Organization,Ch6,"G23, G39, G41, G66, G89",G28
727,1535,Legitimate,director of 2 numbered company,"G23, G39, G41, G66, G89",G28
727,2137,Formal Criminal Organization,Ch6,"G23, G39, G41, G66, G89","G8, G29, G72"
727,2137,Legitimate,director of 2 numbered company,"G23, G39, G41, G66, G89","G8, G29, G72"
727,50,Formal Criminal Organization,,"G23, G39, G41, G66, G89","G8, G9, G10, G24"
727,50,Legitimate,director of a numbered company,"G23, G39, G41, G66, G89","G8, G9, G10, G24"
727,1918,Legitimate,associate,"G23, G39, G41, G66, G89",G89
731,537,Legitimate,associate,G10,G121
731,727,Co-Offenders,associate,G10,"G23, G39, G41, G66, G89"
731,727,Formal Criminal Organization,,G10,"G23, G39, G41, G66, G89"
731,243,Co-Offenders,btb controlling drug trafficking,G10,G97
731,243,Formal Criminal Organization,Ch2 former,G10,G97
736,65,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
736,734,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
736,737,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
736,738,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
736,1265,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
736,1266,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
736,1506,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
736,1782,Co-Offenders,"Cocaine, marihuana, immigrant smuggling",G176,G176
738,735,Legitimate,Co-workers,G176,NONE
738,1782,Legitimate,Associates,G176,G176
742,998,Co-Offenders,guns,NONE,G56
744,129,Legitimate,,G165,NONE
744,1289,Legitimate,Associate,G165,NONE
744,1480,Legitimate,Associate,G165,NONE
744,445,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
744,608,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
744,686,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
744,864,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
744,934,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
744,1864,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
744,1895,Co-Offenders,"Prostitution, counterfeiting, homicide, auto-theft, marihuana, etc.",G165,G165
753,1216,Co-Offenders,same cell,G17,G17
753,1285,Co-Offenders,marihuana,G17,G17
753,1784,Co-Offenders,same cell,G17,G17
754,67,Co-Offenders,same cell,G16,"G13, G15, G16"
754,67,Formal Criminal Organization,member/ hangaround Ch3,G16,"G13, G15, G16"
754,1663,Co-Offenders,btb formerly linked,G16,G16
754,1837,Co-Offenders,btb: cocaine & marihuana,G16,G16
754,476,Co-Offenders,btb formerly linked,G16,"G16, G27, G38, G58"
755,1748,Legitimate,had meeting,G35,G89
768,687,Legitimate,driving vehicle,G41,"G50, G110"
773,655,Formal Criminal Organization,,NONE,NONE
773,655,Legitimate,director,NONE,NONE
773,837,Formal Criminal Organization,,NONE,NONE
773,837,Legitimate,director,NONE,NONE
773,1287,Formal Criminal Organization,,NONE,"G13, G15, G34"
773,1287,Legitimate,director,NONE,"G13, G15, G34"
773,754,Formal Criminal Organization,,NONE,G16
773,754,Legitimate,director,NONE,G16
773,787,Legitimate,business,NONE,G24
773,657,Formal Criminal Organization,,NONE,"G8, G14, G80"
773,657,Legitimate,director,NONE,"G8, G14, G80"
774,1762,Legitimate,associate,"G23, G30, G39","G30, G39"
779,177,Legitimate,associate,G69,G101
779,1311,Legitimate,business link,G69,"G23, G41, G69"
779,275,Co-Offenders,bt direct some aspects of drug operations,G69,G69
779,1455,Co-Offenders,btb  top level cocaine dealer,G69,G69
779,310,Co-Offenders,btb 806s top level cocaine dealer,G69,G69
779,1014,Co-Offenders,btb 806s top level cocaine dealer,G69,G69
779,1075,Co-Offenders,btb 806s top level cocaine dealer,G69,G69
779,1538,Co-Offenders,btb top level cocaine dealer,G69,G69
779,2038,Co-Offenders,btb top level cocaine dealer,G69,G69
779,202,Co-Offenders,cocaine supplier,G69,G69
779,1119,Co-Offenders,cocaine supplier,G69,G69
779,2071,Co-Offenders,cocaine supplier,G69,G69
779,483,Co-Offenders,drug courier,G69,G69
779,1246,Co-Offenders,drug courier,G69,G69
779,1807,Co-Offenders,drug courier,G69,G69
779,1445,Co-Offenders,lower level dealer,G69,G69
779,1852,Co-Offenders,lower level dealer,G69,G69
779,1865,Co-Offenders,lower level dealer,G69,G69
779,2031,Co-Offenders,lower level dealer,G69,G69
779,1532,Co-Offenders,Same Cell,G69,G69
779,2072,Co-Offenders,top level cocaine dealer,G69,G69
779,275,Legitimate,btb business advisor,G69,G69
779,550,Legitimate,business links,G69,G69
791,700,Co-Offenders,bt owe 725 money re cocaine,G25,"G15, G25, G34, G67"
791,840,Legitimate,associate,G25,G25
791,1090,Co-Offenders,cocaine,G25,G25
791,1537,Co-Offenders,same cell,G25,G25
791,1537,Formal Criminal Organization,Ch6,G25,G25
791,512,Legitimate,associate,G25,"G25, G67"
791,512,Co-Offenders,same cell,G25,"G25, G67"
794,194,Legitimate,Third Level Associate,G175,NONE
794,1551,Legitimate,Fourth Level Associate,G175,NONE
794,1551,Co-Offenders,"cocaine, opium, crystal methamphetamine, marihuana, Ecstasy, precursor chemicals",G175,NONE
794,1657,Legitimate,Second Level Associate,G175,NONE
794,1778,Legitimate,Fourth Level Associate,G175,NONE
794,1881,Legitimate,Second Level associate,G175,NONE
794,1881,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,NONE
794,1936,Legitimate,Second Level Associate,G175,NONE
794,4,Legitimate,Fourth Level Associate,G175,G175
794,5,Legitimate,Fourth Level Associate,G175,G175
794,79,Legitimate,Third Level Associate,G175,G175
794,80,Legitimate,Third Level Associate,G175,G175
794,1580,Legitimate,Fourth Level Associate,G175,G175
794,1687,Legitimate,Fourth Level Associate,G175,G175
794,1880,Legitimate,Second Level associate,G175,G175
794,4,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,G175
794,5,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,G175
794,7,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
794,18,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
794,79,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,G175
794,80,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,G175
794,155,Co-Offenders,"cocaine, opium, crystal methamphetamine, marihuana, Ecstasy, precursor chemicals",G175,G175
794,568,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
794,793,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
794,832,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
794,1162,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
794,1183,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
794,1580,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,G175
794,1687,Co-Offenders,"cocaine, opium, crystal methamphetamine, marihuana, Ecstasy, precursor chemicals",G175,G175
794,1738,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
794,1777,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
794,1880,Co-Offenders,"debt collection, drugs, B&E, extortion & kidnapping",G175,G175
794,1935,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
794,2122,Co-Offenders,"cocaine, opium, crystal meth, marihuana, Ecstasy, precursor chemicals",G175,G175
794,1685,Legitimate,Fourth Level Associate,G175,"G175, G179"
794,1685,Co-Offenders,"cocaine, opium, crystal methamphetamine, marihuana, Ecstasy, precursor chemicals",G175,"G175, G179"
794,2137,Legitimate,Associate,G175,"G8, G29, G72"
796,604,Formal Criminal Organization,had a fight,NONE,NONE
796,67,Co-Offenders,,NONE,"G13, G15, G16"
796,67,Formal Criminal Organization,823 owed a  drug debt,NONE,"G13, G15, G16"
797,140,Legitimate,associate,"G11, G19, G21",NONE
797,570,Legitimate,associate,"G11, G19, G21",NONE
797,913,Legitimate,associate,"G11, G19, G21",NONE
797,918,Legitimate,associate,"G11, G19, G21",NONE
797,1152,Legitimate,associate,"G11, G19, G21",NONE
797,1353,Legitimate,associate,"G11, G19, G21",NONE
797,1393,Legitimate,associate,"G11, G19, G21",NONE
797,1393,Formal Criminal Organization,Ch4 former,"G11, G19, G21",NONE
797,1842,Co-Offenders,prostitution,"G11, G19, G21",NONE
797,1842,Legitimate,,"G11, G19, G21",NONE
797,1769,Co-Offenders,btb trafficking drugs,"G11, G19, G21",G19
797,594,Co-Offenders,same cell,"G11, G19, G21",G19
797,770,Co-Offenders,same cell,"G11, G19, G21",G19
797,1242,Co-Offenders,same cell,"G11, G19, G21",G19
797,1276,Co-Offenders,same cell,"G11, G19, G21",G19
797,941,Co-Offenders,same cell,"G11, G19, G21","G19, G21"
797,862,Co-Offenders,same cell,"G11, G19, G21","G19, G21, G22, G109"
797,14,Co-Offenders,btb trafficking drugs,"G11, G19, G21","G19, G75"
797,434,Legitimate,associate,"G11, G19, G21",G21
797,1772,Co-Offenders,operate closely,"G11, G19, G21",G21
797,1772,Formal Criminal Organization,,"G11, G19, G21",G21
797,727,Co-Offenders,btb swapping drug territory,"G11, G19, G21","G23, G39, G41, G66, G89"
797,727,Formal Criminal Organization,Ch4,"G11, G19, G21","G23, G39, G41, G66, G89"
797,1312,Co-Offenders,btb swapping drug territory,"G11, G19, G21","G23, G41, G66, G89"
799,385,Co-Offenders,cocaine distribution,G64,G64
799,1263,Co-Offenders,cocaine distribution,G64,G64
799,1679,Co-Offenders,cocaine distribution,G64,G64
799,125,Co-Offenders,drug transaction(s),G64,G64
814,62,Legitimate,Associate,G71,NONE
814,432,Legitimate,Associate,G71,NONE
814,1334,Legitimate,Associate,G71,NONE
814,1631,Legitimate,Associate,G71,NONE
814,1695,Legitimate,Associate,G71,NONE
814,1696,Legitimate,Associate,G71,NONE
814,1871,Legitimate,Associate,G71,NONE
814,2079,Legitimate,Associate,G71,NONE
814,622,Co-Offenders,cocaine trafficking,G71,G71
814,817,Co-Offenders,cocaine trafficking,G71,G71
814,1135,Co-Offenders,cocaine trafficking,G71,G71
814,1148,Co-Offenders,cocaine trafficking,G71,G71
814,1262,Co-Offenders,cocaine trafficking,G71,G71
814,1539,Co-Offenders,cocaine trafficking,G71,G71
814,1894,Co-Offenders,cocaine trafficking,G71,G71
814,1903,Co-Offenders,cocaine trafficking,G71,G71
814,1245,Co-Offenders,distributed drugs to local dealers,G71,G71
814,1902,Co-Offenders,transported cocaine internationally,G71,G71
815,782,Legitimate,associate,"G72, G115, G116",G122
815,551,Legitimate,Associate,"G72, G115, G116",G127
815,553,Legitimate,Associate,"G72, G115, G116",G127
815,1839,Legitimate,business relationship,"G72, G115, G116",G55
815,1342,Co-Offenders,Same Cell,"G72, G115, G116",G72
815,2049,Co-Offenders,money & drugs,"G72, G115, G116","G72, G115"
819,779,Co-Offenders,cocaine supplier,"G23, G69",G69
831,1587,Legitimate,Associate,NONE,NONE
831,562,Legitimate,Associate,NONE,G172
832,111,Co-Offenders,Cocaine,G175,NONE
832,670,Co-Offenders,Cocaine,G175,NONE
832,1657,Co-Offenders,Cocaine,G175,NONE
836,1515,Co-Offenders,btb working together in cocaine importation,G47,"G47, G81"
836,1515,Legitimate,partners,G47,"G47, G81"
840,786,Legitimate,Director,G25,G68
844,845,Legitimate,Associate,G136,NONE
844,846,Legitimate,Associate,G136,NONE
844,851,Legitimate,Associate,G136,NONE
844,890,Legitimate,Associate,G136,NONE
844,1018,Legitimate,Associate,G136,NONE
844,1080,Legitimate,Associate,G136,NONE
844,1082,Legitimate,Associate,G136,NONE
844,1169,Legitimate,Associate,G136,NONE
844,1886,Legitimate,Associate,G136,NONE
844,1959,Legitimate,Associate,G136,NONE
844,2037,Legitimate,Associate,G136,NONE
844,2093,Legitimate,Associate,G136,NONE
844,2103,Legitimate,Associate,G136,NONE
844,2116,Legitimate,investments,G136,NONE
844,2117,Legitimate,Associate,G136,NONE
844,1307,Legitimate,btb close associate,G136,G136
844,371,Co-Offenders,Same Cell,G136,G136
844,1307,Co-Offenders,Same Cell,G136,G136
844,1819,Co-Offenders,Same Cell,G136,G136
844,1046,Co-Offenders,Same Cell,G136,"G136, G139"
844,2013,Co-Offenders,Ketamine smuggling,G136,"G136, G142"
844,375,Legitimate,Associate,G136,"G136, G152"
844,623,Legitimate,Associate,G136,G141
844,1098,Legitimate,Associate,G136,G148
858,1970,Legitimate,telemarketers,G87,G87
861,1148,Legitimate,Associate,NONE,G71
876,35,Legitimate,Associate,G77,NONE
